Start,End,Speaker,Speech,meeting
0.1,2.06,C,Uh yeah . So we've moved over and onto,EN2009b
1.99,3.32,B,Okay,EN2009b
2.06,3.62,C,the other eye link . So,EN2009b
3.32,4.19,B,. Yeah,EN2009b
3.62,4.49,C,uh,EN2009b
4.19,4.68,B,. I mean,EN2009b
4.49,4.79,C,'cause she's,EN2009b
4.68,5.14,B,m,EN2009b
4.79,5.18,C,running at the,EN2009b
5.14,5.45,B,my,EN2009b
5.18,5.99,C,moment,EN2009b
5.45,6.02,B,view on this,EN2009b
5.99,5.99,C,.,EN2009b
6.02,15.35,B,was that um the need for people to back up their data personally was made sufficiently clear to lab users . Um I mean I guess,EN2009b
14.22,16.96,C,She did admit it,EN2009b
15.35,17.08,B,"right , okay . As long as she admits",EN2009b
16.96,17.81,C,. Yes,EN2009b
17.08,17.89,B,"it , then then",EN2009b
17.81,18.09,C,. Uh-huh,EN2009b
17.89,18.12,B,that's,EN2009b
18.09,18.09,C,.,EN2009b
18.12,30.18,B,"fine . I I'm just thinking , you know , sometimes when there's a a process error like that , you think oh , then there's something we should change . Like make the sign in bigger red letters . But I in the our case , I don't think there's anything more we can do really",EN2009b
29.73,30.34,C,Hmm . No,EN2009b
30.18,31.31,B,. So,EN2009b
30.34,30.34,C,.,EN2009b
31.31,32.38,B,"Um well , I doubt",EN2009b
32.16,32.54,C,But ma,EN2009b
32.38,37.02,B,anybody'll do that again 'cause that'll get around . So,EN2009b
35.29,36.44,C,Yes . Shock,EN2009b
36.16,36.45,A,Yeah,EN2009b
36.44,36.6,C,and,EN2009b
36.45,37.23,A,. Yeah,EN2009b
36.6,37.36,C,worry at,EN2009b
37.23,37.43,A,", we'll",EN2009b
37.36,37.46,C,uh I,EN2009b
37.43,37.52,A,go,EN2009b
37.46,39.04,C,think,EN2009b
37.52,39.1,A,"we've got the mailing lists out now , isn't isn't it",EN2009b
39.04,39.25,C,yeah,EN2009b
39.1,39.58,A,. So,EN2009b
39.25,39.69,C,", there's a there's",EN2009b
39.58,39.75,A,it's,EN2009b
39.69,39.76,C,a,EN2009b
39.75,40.46,A,everyone,EN2009b
39.76,40.58,C,mailing list,EN2009b
40.46,40.73,A,should,EN2009b
40.58,41.73,C,uh,EN2009b
40.73,41.46,A,know about it now .,EN2009b
41.56,41.75,B,Yeah,EN2009b
41.73,43.45,C,and,EN2009b
41.75,43.68,B,", there was a mailing list before",EN2009b
43.45,43.86,C,mm-hmm,EN2009b
43.68,44.02,B,. They've just,EN2009b
43.86,44.17,C,", yeah",EN2009b
44.02,44.45,B,revived,EN2009b
44.17,44.8,C,. Uh,EN2009b
44.45,45.14,B,"that , right",EN2009b
44.8,45.72,C,F Frank,EN2009b
45.14,45.14,B,?,EN2009b
45.72,51.88,C,"went through it , deleted the people that were have gone or or whatever and replaced them . So the",EN2009b
51.74,52.09,B,Right,EN2009b
51.88,52.21,C,the eye,EN2009b
52.09,52.48,B,", okay",EN2009b
52.21,52.53,C,the,EN2009b
52.48,52.48,B,.,EN2009b
52.53,54.22,C,the list is now updated .,EN2009b
54.43,55.21,A,Yeah . So,EN2009b
54.72,55.06,B,Uh-huh .,EN2009b
55.21,57.62,A,"so everyone on that list has now being reminded . Yeah , don't",EN2009b
57.47,58.03,C,Mm-hmm,EN2009b
57.62,58.11,A,store anythi,EN2009b
58.03,58.03,C,.,EN2009b
58.11,62.27,A,"anything sensitive on yeah , don't store anything you you care about on the machines",EN2009b
62.23,63.41,C,Mm-hmm,EN2009b
62.27,62.54,A,. So,EN2009b
63.41,64.12,C,. Yes,EN2009b
63.48,64.2,B,Right . And,EN2009b
64.12,65.32,C,uh,EN2009b
64.2,68.78,B,"we don't know so there's every chance of this falling over again if it's a hardware thing , right",EN2009b
68.64,68.88,A,Yeah,EN2009b
68.78,69.04,B,. But,EN2009b
68.88,69.23,A,", with",EN2009b
69.04,69.3,B,there's not,EN2009b
69.23,70.95,A,the,EN2009b
69.3,70.63,B,much we can do about that apart from,EN2009b
70.95,74.12,A,"yeah , I mean I di I di I did do hard dri hard drive check um",EN2009b
74.11,74.37,B,Right,EN2009b
74.12,74.5,A,and a memory,EN2009b
74.37,74.37,B,.,EN2009b
74.5,77.61,A,"check , and it says there's no uh there's no problems , but something",EN2009b
77.57,78.95,B,Yeah,EN2009b
77.61,79.32,A,caused it to go wrong in the first place,EN2009b
78.95,79.38,B,. Why is,EN2009b
79.32,80.34,A,. So,EN2009b
79.38,80.2,B,"uh-huh . Yeah , yeah .",EN2009b
80.34,81.95,A,"we don't know , we don't know . We'll just",EN2009b
81.89,82.23,C,Mm-hmm,EN2009b
81.95,82.44,A,fingers crossed,EN2009b
82.23,82.23,C,.,EN2009b
82.44,83.63,A,and hope ho,EN2009b
83.54,83.83,B,Uh-huh,EN2009b
83.63,83.94,A,yeah ho,EN2009b
83.83,83.83,B,.,EN2009b
83.94,87.78,A,hope that all this is just a software thing that we can just fix like that and that'll be it .,EN2009b
88.02,92.48,B,Yeah . So how long does this put you back for ? Is it you know . How much,EN2009b
92.32,93.09,C,Hmm,EN2009b
92.48,93.21,B,disruption does this,EN2009b
93.09,93.09,C,.,EN2009b
93.21,94.96,B,cause ? D is this a day ? Two,EN2009b
94.84,95.46,C,Yeah,EN2009b
94.96,96.58,B,days,EN2009b
95.46,96.85,C,. We're doing a bit . See last,EN2009b
96.58,97.24,B,? Day and a bit,EN2009b
96.85,97.54,C,week,EN2009b
97.24,98.78,B,? Yeah,EN2009b
97.54,99.17,C,by the time everything,EN2009b
98.76,99.2,A,Yeah,EN2009b
98.78,99.12,B,. Uh-huh .,EN2009b
99.17,99.36,C,and,EN2009b
99.2,99.48,A,", yeah",EN2009b
99.36,99.52,C,and,EN2009b
99.48,99.48,A,.,EN2009b
99.52,105.05,C,"then it'll be hopefully no more than , I don't know what , twenty minutes today to",EN2009b
103.76,104.88,A,"Yeah , I mean there's there's so what we",EN2009b
104.79,105.14,B,To actually,EN2009b
104.88,105.17,A,"yeah , one",EN2009b
105.14,105.23,B,do,EN2009b
105.17,105.32,A,one,EN2009b
105.23,105.94,B,the re-install,EN2009b
105.32,105.99,A,for one . One,EN2009b
105.94,106.06,B,. You,EN2009b
105.99,106.08,A,we'll,EN2009b
106.06,106.09,B,c,EN2009b
106.08,110.99,A,"try and get done today , yeah , get get Windows back on there . Try and get Camtasia on there and get that tested out , and then that will",EN2009b
110.93,111.38,C,Hmm,EN2009b
110.99,111.45,A,be I,EN2009b
111.38,111.38,C,.,EN2009b
111.45,115.38,A,"think that's everything we need f before we can before you can start running the experiments , isn't it",EN2009b
114.48,114.7,C,Yep .,EN2009b
114.79,115.41,B,Mm-hmm,EN2009b
115.38,115.59,A,. So,EN2009b
115.41,118.39,B,. And I saw uh a bunch of stuff about software updates . That's,EN2009b
118.29,118.57,C,I,EN2009b
118.39,119.12,B,un unrelated,EN2009b
118.57,120.05,C,i yeah,EN2009b
