Start,End,Speaker,Speech,meeting
10.63,10.78,B,Good,TS3011a
10.76,11.25,A,G,TS3011a
10.78,11.74,B,"morning , Flores",TS3011a
11.25,12.19,A,good morning,TS3011a
11.74,11.74,B,.,TS3011a
12.19,12.19,A,.,TS3011a
15.08,16.63,B,Marketing Expert .,TS3011a
16.71,17.16,A,Oh yeah .,TS3011a
23.03,23.45,B,Right .,TS3011a
24.03,29.35,A,Are you ready ? You should put the laptop uh right into the square,TS3011a
29.0,29.61,B,For the cameras,TS3011a
29.35,32.23,A,". For i for the cameras , yes",TS3011a
30.76,31.16,B,Alright .,TS3011a
32.23,33.25,A,". Good morning , Sebastian .",TS3011a
33.64,39.25,C,"Good morning , Mister P_M_ . How are you today",TS3011a
38.28,38.95,A,I'm fine .,TS3011a
39.25,43.25,C,? How was your business trip to Boston,TS3011a
40.95,43.57,A,"Um well , actually",TS3011a
43.25,43.25,C,?,TS3011a
43.57,44.1,A,I didn't go,TS3011a
44.08,44.4,B,Geez,TS3011a
44.1,44.52,A,", didn't feel",TS3011a
44.4,44.4,B,.,TS3011a
44.52,53.78,A,like it . So Do you want to open it as read-only . Um I guess I should close it here .,TS3011a
54.63,61.04,B,You have the same message of uh Windows cannot um sen oh stand-by . Close the the,TS3011a
60.99,61.53,D,Okay,TS3011a
61.04,61.34,B,window .,TS3011a
61.53,61.53,D,.,TS3011a
61.89,62.56,A,"Okay , the waiting",TS3011a
62.45,62.74,B,So,TS3011a
62.56,65.22,A,is for our Marketing Expert,TS3011a
64.97,65.3,B,That's,TS3011a
65.22,67.46,A,", Ruud",TS3011a
65.3,66.15,B,right . Ruud .,TS3011a
67.46,71.14,A,. Um project kick-off .,TS3011a
71.67,73.39,C,Is there a schedule for this meeting ?,TS3011a
73.82,85.84,A,"Yes , there is actually . Um I will li list the agenda for today . For this meeting . Good morning , Ruud .",TS3011a
87.05,89.69,D,Good morning .,TS3011a
89.75,92.52,A,Uh it's important um,TS3011a
91.56,92.32,C,I shall close the door .,TS3011a
92.52,105.66,A,"yeah , great . It's important that the laptops are um exactly on the square , um for the cameras . Okay .",TS3011a
116.73,125.28,A,Okay . Um we're here to develop uh a new product . Um I'm sure you've had a mail from our account manager,TS3011a
125.27,125.61,B,Mm-hmm,TS3011a
125.28,126.45,A,about it,TS3011a
125.61,125.61,B,.,TS3011a
126.45,149.78,A,". Um and um this is the first meeting to to generate some uh uh some ideas about it . Um you are here in a specific role . Uh Ruud is here as the Marketing Expert , Roo is here as the User Interface Designer and Sebastian is here uh in the role of Industrial Designer . Is that correct",TS3011a
149.05,149.7,C,That's correct,TS3011a
149.44,149.75,B,Mm-hmm,TS3011a
149.7,149.7,C,.,TS3011a
149.75,149.75,B,.,TS3011a
