Start,End,Speaker,Speech,meeting
3.34,3.88,E,'Kay .,EN2001a
5.57,5.94,A,Okay,EN2001a
5.6,6.01,E,Gosh,EN2001a
5.94,5.94,A,.,EN2001a
6.01,10.88,E,. 'Kay .,EN2001a
11.09,15.53,A,Does anyone want to see uh Steve's feedback from the specification ?,EN2001a
16.77,17.25,E,Is there much,EN2001a
17.08,17.34,D,I,EN2001a
17.25,17.53,E,more,EN2001a
17.34,17.92,D,I dry-read,EN2001a
17.53,18.0,E,in it than he,EN2001a
17.92,18.13,D,it,EN2001a
18.0,18.05,E,d,EN2001a
18.13,19.41,D,the last,EN2001a
18.95,19.26,A,Right,EN2001a
19.01,19.38,E,Is there much,EN2001a
19.26,19.26,A,.,EN2001a
19.38,19.61,E,more,EN2001a
19.41,19.61,D,time,EN2001a
19.61,19.7,E,in,EN2001a
19.61,19.61,D,. .,EN2001a
19.7,20.77,E,it than he said yesterday ?,EN2001a
21.41,23.17,A,"Not really , um",EN2001a
22.98,23.27,E,Mm,EN2001a
23.17,23.37,A,just,EN2001a
23.27,23.27,E,.,EN2001a
23.37,25.45,A,"what he's talking about , like duplication of effort",EN2001a
25.08,27.02,E,Hmm,EN2001a
25.45,25.77,A,and,EN2001a
27.02,27.44,E,. Hmm ?,EN2001a
28.09,39.03,A,"Like duplication of effort and stuff , and um yeah , he was saying that we should maybe uh think about having a prototype for week six , which is next",EN2001a
38.78,39.11,D,Next,EN2001a
39.03,39.62,A,week,EN2001a
39.11,39.41,D,week .,EN2001a
39.62,47.46,A,. Yeah . So we should probably prioritize our packages,EN2001a
46.83,48.05,E,"Yeah , now I'd say",EN2001a
47.46,47.46,A,.,EN2001a
48.05,56.79,E,"if for the prototype if we just like wherever possible p chunk in the stuff that we have um pre-annotated and stuff , and for the stuff",EN2001a
56.64,56.89,A,Mm,EN2001a
56.79,56.89,E,that,EN2001a
56.89,56.89,A,.,EN2001a
56.89,79.04,E,"we don't have pre-annotated write like a stupid baseline , then we should probably be able to basically that means we focus on on the interface first sort of , so that we we take the the ready-made parts and just see how we get them work together in the interface the way we want and and then we have a working prototype . And then we can go back and replace pieces either by our own components or by more sophisticated compo po components of our own . So it's probably",EN2001a
78.81,79.13,B,Yeah,EN2001a
79.04,79.91,E,feasible,EN2001a
79.13,79.13,B,.,EN2001a
79.91,80.22,E,. The,EN2001a
80.02,80.38,A,Yeah,EN2001a
80.22,80.48,E,thing is,EN2001a
80.38,80.38,A,.,EN2001a
80.48,84.48,E,I'm away this weekend . So that's,EN2001a
84.38,84.72,B,Yeah,EN2001a
84.48,85.08,E,for me,EN2001a
84.72,94.32,B,", I mean if we just want to have um some data for the user face , could even be random data",EN2001a
93.23,93.94,E,"Oh yeah , um yeah",EN2001a
93.75,94.23,D,Yeah,EN2001a
93.94,94.31,E,. No . But,EN2001a
94.23,94.23,D,.,EN2001a
94.31,94.6,E,also,EN2001a
94.32,94.71,B,. Uh mm mm,EN2001a
94.6,104.26,E,"I might like the the similarity thing , like my just my matrix itself for my stuff , I c I I think I can do that fairly quickly because I have the algorithms",EN2001a
104.0,104.33,B,Yeah,EN2001a
104.26,104.39,E,. Yeah,EN2001a
104.33,104.58,B,", I'm",EN2001a
104.39,109.86,E,", I think today's meeting is really the one where we where we sort of settle down the data structure and as soon",EN2001a
109.77,110.22,D,Yeah,EN2001a
109.86,110.34,E,as we have,EN2001a
110.22,110.22,D,.,EN2001a
110.34,121.94,E,"that , uh probably like after today's meeting , we then actually need to well go back first of all and look at NITE X_M_L_ to see in how far that that which we want is compatible with that which NITE X_M_L_ offers us . And",EN2001a
121.94,122.14,A,Yeah,EN2001a
121.94,122.16,E,then,EN2001a
122.14,122.14,A,.,EN2001a
122.16,156.19,E,"just sort of everyone make sure everyone understand the interface . So I think if today we decide on what data we wanna have now , and and later , maybe even today , we go and look at NITE X_M_L_ or some of us look at NITE X_M_L_ in a bit more detail , just trying to make some sense of that code and see how does the representation work in their system . And then sort of with that knowledge we should be able to then say okay , that type of NITE X_M_L_ data we wanna load into it , and this is how everyone can access it , and then",EN2001a
155.48,156.35,A,Hmm,EN2001a
156.19,156.45,E,we should,EN2001a
156.35,156.74,A,. Has,EN2001a
156.45,156.75,E,be able to,EN2001a
156.74,156.94,A,has,EN2001a
156.75,157.11,E,go from,EN2001a
156.94,157.23,A,anyone,EN2001a
157.11,157.37,E,there,EN2001a
157.23,157.78,A,actually,EN2001a
157.37,157.37,E,.,EN2001a
157.78,160.44,A,looked at the Java code for,EN2001a
159.79,160.24,E,No .,EN2001a
160.34,160.72,D,No,EN2001a
160.44,161.4,A,"the , huh",EN2001a
160.72,160.72,D,.,EN2001a
161.4,161.69,A,? Hmm,EN2001a
161.57,161.8,E,I've,EN2001a
161.69,161.69,A,.,EN2001a
161.8,187.1,E,"looked looked at the documentation and n like seen enough to make me think that we want to use the NITE X_M_L_ framework because um they have a good a event model that synchronizes sort of the data and and every display element . So that takes a lot of work away from us . Sort of that would be a reason for staying within their framework and using their general classes . But beyond that I haven't looked at it at all , which is something we should really do",EN2001a
186.8,187.18,A,Yeah,EN2001a
187.1,187.2,E,. Who,EN2001a
187.18,187.23,A,", I",EN2001a
187.2,187.45,E,actually,EN2001a
187.23,187.52,A,think so,EN2001a
187.45,187.99,E,like,EN2001a
187.52,187.52,A,.,EN2001a
187.99,197.57,E,"for this whole discussion I mean , who of us is doing stuff that is happening on-line and who of us is doing stuff that's happening off-line ? Like my data is coming c",EN2001a
210.58,210.74,E,Hmm ?,EN2001a
