Start,End,Speaker,Speech,meeting
13.46,16.73,A,So uh good morning,TS3003a
15.344,15.568,B,Morning,TS3003a
15.37,15.81,D,Morning,TS3003a
15.568,15.568,B,.,TS3003a
15.81,15.81,D,.,TS3003a
16.42,16.7,C,Morning .,TS3003a
16.73,19.97,A,. I see you all find your places . Is everybody,TS3003a
19.67,20.03,D,Yep,TS3003a
19.97,20.25,A,sitting,TS3003a
20.03,20.03,D,.,TS3003a
20.25,27.11,A,on the right place ? Yeah ? I guess so . So,TS3003a
32.64,40.81,A,"Let's see . First I will introduce myself . I don't know if uh if everybody knows me , so I'm",TS3003a
40.79,40.88,D,My,TS3003a
40.81,41.67,A,Bart,TS3003a
40.88,41.49,D,name's Frank .,TS3003a
41.67,43.81,A,", hello . Hello",TS3003a
42.99,43.62,B,I'm .,TS3003a
43.81,48.42,A,. Bart . Hello . Hello . Bart . Welcome,TS3003a
48.1,48.44,D,Thank you,TS3003a
48.42,48.42,A,.,TS3003a
48.44,48.44,D,.,TS3003a
50.14,101.45,A,"Uh let's see . Uh let's start off um with a little presentation . Uh Now first I'll tell you a little bit about the setting . You can see there are a few cameras here . They'll record uh our actions and you'll have wires and microphones that will record your voice . Uh there are also some microphones there but th um you don't have to pay a lot of attention on those , because it will uh disappear when you don't attend to it . So is there a project documents folder ? There are some notes in it already I see , some documents . Uh I'll start with the presentation kick off .",TS3003a
106.87,112.06,A,Is being modified by the administrator . Uh okay,TS3003a
111.31,112.57,D,Hmm,TS3003a
112.06,112.64,A,. Let's do it read,TS3003a
112.57,112.77,D,", that's",TS3003a
112.64,113.75,A,only,TS3003a
112.77,113.53,D,interesting .,TS3003a
113.75,164.42,A,". Well I don't know if you've noticed , but uh we're working for Real Reaction . Uh it's a company in uh electronics . We put fashion in electronics , uh we make it work , uh we put a lot of effort in design and in the product itself . I'm Bart the project manager so I'll direct you through the project . This is our agenda . Uh we have our opening acquaintance , tool training , project plan description closing . Uh maybe I can sit down , then I can take some notes or Let's see . Maybe you can take the minutes once in a while",TS3003a
163.72,164.0,D,Sure .,TS3003a
164.42,183.14,A,". I dunno it's not a lot of work , but just uh if you hear something uh you can write down , just write it down . Uh as you can see uh it's the opening , aquaintance tool training . Aquaintance is a point we've done a bit . Um have you all seen the corporate website already",TS3003a
182.45,183.07,D,Yep,TS3003a
182.69,182.86,B,Yep .,TS3003a
183.07,183.35,D,. Visit,TS3003a
183.14,184.23,A,? Yeah,TS3003a
183.35,183.53,D,it .,TS3003a
184.23,190.52,A,. Have you seen any flaws in it ? I think I found one . No,TS3003a
189.69,189.83,B,Hmm ?,TS3003a
190.52,190.52,A,?,TS3003a
