Start,End,Speaker,Speech,meeting
19.21,32.46,A,"Okay . Hi everybody and welcome to our kick-off meeting um for our new product that we're gonna be designing . Um I'm Mandy and I'm the Project Manager . And I know all your names again , Courtney",ES2010a
31.73,31.95,D,Yep .,ES2010a
32.46,35.53,A,", Fenella and Amber",ES2010a
35.42,36.11,B,Yep,ES2010a
35.53,36.55,A,. Alright,ES2010a
36.11,36.11,B,.,ES2010a
36.55,43.59,A,". Okay , so first let's go through this PowerPoint . I wonder what button I press ?",ES2010a
44.6,46.26,C,Just do it on the arrow .,ES2010a
47.17,79.13,A,"Yeah , or how about I just click ? Okay , here is our agenda for this meeting . Um we're gonna start with our opening which was our introductions . We're gonna get to know each other a little bit better . Um tool training , we're going to , I guess , figure out what to do on this project with our individual roles . Um we're gonna make a project plan and then have some time for discussion and close up the meeting . Okay , here is our project . We're gonna make a new remote control that's um original , trendy and also user-friendly .",ES2010a
84.53,133.74,A,"And how we are going to do it is each of us is going to um We're gonna have discuss the functional design first , how is it gonna be used , what's the actual goal here , it has to operate T_V_ , blah blah blah . And we're going to do individual work on that and then meet . Same thing with conceptual design . Just the basic overview of the project and then we're going to do individual work , meet . That's pretty much the the whole process for today . And then the detailed design , just more in-depth , get the actual schematics of the remote . Okay . Alright . First we're gonna start off by using our tools . And the whiteboard thing , do you guys wanna give that a try even though the ink wasn't working or do you wanna do it on here .",ES2010a
134.9,137.12,B,I think we should forgo the whiteboard since we,ES2010a
137.09,137.2,D,We,ES2010a
137.12,137.41,B,can't,ES2010a
137.2,137.37,D,could,ES2010a
137.41,138.44,B,actually see what we're writing,ES2010a
138.42,138.92,D,Yeah,ES2010a
138.44,138.44,B,.,ES2010a
138.92,139.68,D,", we could on here .",ES2010a
139.79,150.98,A,"Alright , let's go forward then . Um right now so we're all gonna draw our favourite animal and then sum up our favourite characteristics of that animal . Even if you are not a good drawer like me . Alright",ES2010a
150.57,151.06,B,Artistic,ES2010a
150.98,150.98,A,.,ES2010a
151.06,151.96,B,"skills , nil .",ES2010a
152.12,152.49,C,Fine .,ES2010a
152.9,153.51,A,Um .,ES2010a
164.98,165.36,A,Bless you .,ES2010a
165.45,167.57,D,"Oh , thanks .",ES2010a
187.24,189.62,B,I draw like I'm in grade five .,ES2010a
190.14,190.81,A,Oh do I .,ES2010a
218.94,220.47,A,"'Kay , about one more minute .",ES2010a
241.94,247.77,A,Okay . Okay . And who would like to start us off ?,ES2010a
249.41,250.62,D,I'll go,ES2010a
250.15,250.39,A,Alright .,ES2010a
250.62,266.91,D,". Um this is my picture . I drew fish I like fish , because uh , you know , their whole water-vascular system thing . It's pretty cool , and um they've got a pretty good habitat and they are pretty sometimes , sometimes vicious but that's okay . Yeah .",ES2010a
267.27,269.01,A,Only if they're piranhas,ES2010a
268.39,269.11,D,"Yeah , they they're",ES2010a
269.01,269.01,A,.,ES2010a
269.11,272.23,D,"easy , you know . Yeah .",ES2010a
272.46,275.55,A,Alright . Who wants to go next ?,ES2010a
276.76,282.67,B,"I'll go . I drew a kitty . It's pretty much impossible to tell that's a cat , but",ES2010a
282.07,282.69,D,No I,ES2010a
282.58,282.73,C,No,ES2010a
282.67,282.82,B,I,ES2010a
282.69,282.78,D,I,ES2010a
282.73,282.94,C,", I kne",ES2010a
