Start,End,Speaker,Speech,meeting
19.69,76.43,A,"Right w welcome to the the first meeting of uh Real Reaction's uh um development meetings for our our new television remote control . Uh this follows our very successful entry into the the consumer market over the last year or so um which we want to to build on , taking advantage of the uh the the latest developments in in technology and the uh the latest uh uh feelings in in consumer design and and demand and uh we want to make this the the very best product th that's possible for everybody , uh one that everybody wants , uh at a good price for the consumer and at a good price for the company . Uh and to that end we need all to work together uh to do that . Um and uh b in no particular order because ev everybody is uh just",ES2012a
76.26,76.33,D,Mm .,ES2012a
76.43,93.57,A,"as vital to this project um I'll just go round th the table , Andrew , marketing , um m Kendra with the uh um designing the the the User Interface uh uh and Kate with the the industrial design . Um .",ES2012a
98.61,165.0,A,"What's uh the the th th project is is here to do , is is to to get this this project up and moving , ev everybody is is free to uh say wh whatever they want , uh everybody has a contribution to make and uh everybody feel free to interrupt me at any time to to say what you want to say . Um in in terms of the immediate meeting the uh um everybody knows everybody else , everybody's worked for the the company for a while , if if an anybody feels that they need to say more about themselves please do , if if if anybody wants to b briefly give their their background so that everybody's quite clear what everybody uh uh everybody's experience is please do so . Uh in fact I'd I'd I'd welcome anybody to uh say something briefly about themselves , in fact we will do that by by going round the table quickly and and saying what what contribution you you're looking to make . So we'll start with Andrew .",ES2012a
165.14,189.77,D,"Oh my name's Andrew I'm a I'm the Market Research person for this uh for this meeting and this uh project for creating this new remote control and uh yeah I'll be uh presenting information statistics on what people want to want to uh get from this new design , what people want to like and from a fashion point of view and the practicality point of view .",ES2012a
190.8,191.96,A,Right Kendra .,ES2012a
192.1,208.04,C,I'm Kendra and I'm the Us User Interface Designer and um I haven't had a whole lot of experience in this kind of thing before but I'm m so I'll be working on the design .,ES2012a
208.28,213.08,A,Right at least means you haven't got any preconceived ideas so,ES2012a
211.39,213.31,C,Right,ES2012a
213.08,213.08,A,.,ES2012a
213.31,215.4,C,". Yep , I'm just open to being creative .",ES2012a
215.53,216.68,A,"Yep , good .",ES2012a
217.19,226.37,B,"Uh I'm Katie , I'm the Industrial Designer and I'll just be I guess presenting about the the inter workings of our little remote control and uh yeah .",ES2012a
227.59,401.48,A,"Okay , very very quickly , um this I don't want to make this meeting too structured because the the whole idea is that it's a um you know a think tank . Everybody says what they what they want to say , uh and we don't want to be constrained by uh kind of convention or uh uh slides on screens or or anything else um but um briefly um th th this is what we want to do . The the remote control needs to be original , there has to be something about it that uh other remote controls don't have so that as soon as people see it they think um yes that's different , uh I want one , um and that goes along with being trendy , uh uh you know the I want it uh scenario . User-friendly as as we all know , remote controls can be uh uh very user-unfriendly so we want to make ours one that people can pick up and think oh yes that's it's obvious how that works , uh and they also want to look at the price and think oh yeah that's something that I may not need another remote control but uh it's such a nice one I'm gonna have one . And last but not least , or indeed first of all , it it must make the company money , and we make the company money by producing what the consumer wants . The uh the further work to be done is i the um the functional design , uh what it uh what it must actually do , the uh conceptual design , uh how we actually present that to the consumer and th the the detailed design i is uh how we get that into production . Uh now th the main design tool that we have available to us at the moment is is the white board and uh uh let us very quickly do what i what it says in the in the in the prompt slide here , um In fact I suggest to avoid everybody untangling themselves from the uh the the wires , that we don't do that , um So I I everybody knows what whiteboard is so we'll um uh we'll do a virtual drawing on the on on the whiteboard of of your your own uh uh favourite animal , but le let's go round the table , your favourite animal .",ES2012a
402.99,405.8,D,"Um , badger",ES2012a
404.53,405.21,A,Mm and why ?,ES2012a
405.8,409.19,D,. Uh it's it's got nice contrast with,ES2012a
409.1,409.57,A,Uh-huh,ES2012a
409.19,409.86,D,black and,ES2012a
409.57,409.57,A,.,ES2012a
409.86,415.18,D,white and uh I feel they're underdog kind of status and,ES2012a
415.12,415.2,A,Oh,ES2012a
415.18,416.05,D,they're,ES2012a
415.2,416.17,A,right uh my,ES2012a
416.05,416.64,D,", the",ES2012a
416.17,424.02,A,my wife says my beard looks like a badger's arse 'cause of the the white streaks in it . Kendra .,ES2012a
424.75,434.27,C,Um probably a duck I just I li I like the way they look and they're just nice animals and I like how they can fly or swim or walk around,ES2012a
434.02,434.3,A,Uh-huh,ES2012a
434.27,434.36,C,or,ES2012a
434.3,434.3,A,.,ES2012a
434.36,434.81,C,whatever .,ES2012a
435.42,436.14,A,"Right , okay",ES2012a
436.06,436.43,B,Uh,ES2012a
436.14,436.14,A,.,ES2012a
436.43,439.74,B,"'s horses , no particular reason why",ES2012a
438.73,440.01,A,"Uh-huh , fair enough yeah",ES2012a
439.74,439.74,B,.,ES2012a
440.01,448.35,A,". I'm not sure that I've got any favourite animal to be quite honest , I think homo sapien because of their their uh overall ability to uh uh",ES2012a
448.8,451.96,D,Make mobile phones and T_V_ remotes,ES2012a
451.36,451.59,A,Sorry ?,ES2012a
451.96,454.36,D,to make T_V_ remotes,ES2012a
453.08,454.43,A,"Indeed absolutely yes , tha",ES2012a
454.36,454.36,D,.,ES2012a
454.43,511.38,A,"that's um Okay and uh w we need to keep in mind here that the uh we want to sell this for for twenty five Euro um , we want to m make an overall profit for the the company of fifty million Euros so we're we're looking at selling a lot of these um ag across the the entire planet and and we're looking at a gross profit of fifty percent . It needs to cost twelve Euros fifty to make . Um so we're not only looking at a a very trendy original product , we're looking at making it at a very good price . Um , okay , um would anybody like t like to to start by giving their o um sort of quick views of of current remote controls .",ES2012a
513.71,530.21,C,"Well I think I find a lot of them really complicated to use with all the different buttons and uh it's handiest when you have one that works both the D_V_D_ player or whatever and the T_V_ as well . Um , but that it's easy to if you can switch back and forth instead of having",ES2012a
529.9,530.32,A,No,ES2012a
530.21,533.42,C,to,ES2012a
530.32,530.32,A,.,ES2012a
533.42,544.22,C,"press a bunch of different buttons and so I think it's is best when they're clearly labelled and you can see which buttons you're supposed to use , you know .",ES2012a
544.34,559.7,A,"Any any thoughts about buttons or any oth other way of approaching the p the uh the problem ? Or anybody else , strong feelings about remote controls ? Are there you know , bad ones they've used or good ones they've used or",ES2012a
559.7,560.86,B,Um,ES2012a
559.7,562.58,A,ones that they've lost and never found again ?,ES2012a
562.98,572.06,B,I think it's important that you should be able to when you when you press the buttons it'll actually pick up the signals from kind of anywhere and you shouldn't have to like contort yourself and twist your remote control to get it the T_V_ to actually pick,ES2012a
571.96,572.22,D,Yeah,ES2012a
572.06,572.29,B,up the,ES2012a
572.22,572.22,D,.,ES2012a
572.29,572.65,B,signal .,ES2012a
572.82,573.24,C,Yeah .,ES2012a
575.16,579.34,D,"Think a lot of the time , remotes that come with T_V_ players and T_V_s and D_V_",ES2012a
579.16,579.32,B,Mm .,ES2012a
579.34,586.95,D,"players , like they aren't like an area that's put a lot of effort into , they're very boring , very plain . Like it's very",ES2012a
586.16,586.38,B,Mm .,ES2012a
586.95,595.21,D,a very like um making a a stylish remote control would be a very like Easily put us one step ahead of the current competition,ES2012a
594.74,595.28,A,Um what,ES2012a
595.21,595.21,D,.,ES2012a
595.28,599.15,A,so wh what's in in what particular style features are you thinking about,ES2012a
599.13,599.6,D,Um,ES2012a
599.15,599.15,A,?,ES2012a
599.6,610.78,D,". Something that looks looks doesn't look like remote control . So if you want , something that looks like uh something that makes you think oh what's this ? Like this pen doesn't really look like a pen , but it makes",ES2012a
610.71,611.04,A,Uh-huh,ES2012a
610.78,611.15,D,you think,ES2012a
611.04,611.04,A,.,ES2012a
611.15,614.98,D,oh . So,ES2012a
613.42,613.42,A,.,ES2012a
614.98,616.22,D,", sorry that's a bit vague",ES2012a
616.08,616.3,A,Yeah,ES2012a
616.22,616.22,D,.,ES2012a
616.3,623.61,A,"d no I mean do you think there's a risk if it doesn't look like remote control , people won't see it as a remote control um and uh",ES2012a
