Start,End,Speaker,Speech,meeting
16.94,18.22,A,Good morning .,TS3005a
51.89,54.9,A,"Sorry ? Yeah , busy job .",TS3005a
62.98,63.45,A,Good morning .,TS3005a
71.47,75.93,A,"So Oh , good morning everyone .",TS3005a
76.01,76.49,C,Good morning,TS3005a
76.39,76.63,B,Good,TS3005a
76.49,76.49,C,.,TS3005a
76.63,76.89,B,morning .,TS3005a
77.33,156.91,A,"I'd uh like to welcome you to our first meeting . I've prepared a little presentation . My name is and uh I hope you will introduce yourself uh in a few minutes , as will I . Um I'm the Project Manager of this project , and uh , well I will tell you on what actually is the project . This is uh the agenda for our first meeting . Um this is the opening , then we will get I will hope we will get acquainted to each other . We'll do a little tool training with these two things . We'll take a look at the project plan . Uh there will be time for discussion . Actually we have to discuss because we have to create a product . And then we will close this session . Um but first of all we I'd like to uh introduce you to this room . Um as you probably have noticed there are little black uh fields on the table . Um you have to put your laptop exactly in that field so the little cameras can see your face . Um there are cameras everywhere around the room especially here for your face , of course , and this isn't a pie , it's a a set of microphones and there are microphones here also . But please uh don't be afraid of them . They won't hurt you",TS3005a
156.81,157.27,B,Well,TS3005a
156.91,171.71,A,. Um well uh I said I'm the Project Manager and uh I'm hoping uh for a good project and uh I'd like to hear uh who you are and what your functions are uh on this project . Let's start with the ladies,TS3005a
171.11,171.73,B,Well uh,TS3005a
171.71,171.71,A,.,TS3005a
171.73,180.76,B,"I'm uh and my uh function is User Interface Design , I think . So uh that's me .",TS3005a
181.95,193.17,C,"Okay , uh I'm uh I'm the Industrial Designer and I uh hope to uh look forward to uh a very uh pleasing uh end of this uh project .",TS3005a
193.39,194.21,A,"Okay , so",TS3005a
194.05,194.41,B,Me too,TS3005a
194.21,194.34,A,I .,TS3005a
194.41,194.41,B,.,TS3005a
194.44,208.83,D,My name's . I'm uh Marketing Expert . My job is in the company to promote company or promote products to the customers . So I also h hope we have a pleasant uh working with uh with each other .,TS3005a
