Start,End,Speaker,Speech,meeting
35.7,35.94,B,Mm uh .,TS3006a
42.15,43.76,D,We're,TS3006a
43.14,43.34,B,Mm .,TS3006a
43.76,44.39,D,the first .,TS3006a
44.82,46.62,B,We're the first ones .,TS3006a
47.66,49.23,D,"Marketing Expert , yes .",TS3006a
51.73,52.1,A,Mm .,TS3006a
64.32,65.86,A,So you found your spots .,TS3006a
65.92,66.54,D,Yes .,TS3006a
74.69,75.04,B,Move,TS3006a
74.79,75.15,D,Bling,TS3006a
75.04,75.24,B,to the,TS3006a
75.15,76.2,D,bling,TS3006a
75.24,77.83,B,meeting room,TS3006a
76.2,77.47,D,. Yeah .,TS3006a
77.83,78.28,B,. Okay .,TS3006a
81.76,83.17,D,Right,TS3006a
83.16,83.75,A,Okay,TS3006a
83.17,83.17,D,.,TS3006a
83.75,83.75,A,.,TS3006a
85.14,89.23,D,Uh where has my screen gone ?,TS3006a
89.63,89.99,C,Hi .,TS3006a
91.63,96.81,B,"Hello , good day",TS3006a
93.86,94.84,C,Oh yeah,TS3006a
94.67,95.0,D,Hmm,TS3006a
94.84,95.03,C,", we have",TS3006a
95.0,95.0,D,.,TS3006a
95.03,96.1,C,"to talk in English , huh .",TS3006a
96.81,96.94,B,. Yep .,TS3006a
96.95,102.05,D,Yeah . My screen is gone . Oh,TS3006a
101.48,103.33,A,It's called black,TS3006a
102.05,102.05,D,.,TS3006a
103.33,103.33,A,.,TS3006a
104.39,105.73,B,"Kick-off meeting , wow .",TS3006a
106.91,107.11,C,I'm,TS3006a
106.94,107.31,B,It's uh,TS3006a
107.11,107.48,C,afraid,TS3006a
107.31,107.62,B,looks,TS3006a
107.48,107.67,C,I'm a,TS3006a
107.62,107.8,B,uh,TS3006a
107.67,107.84,C,bit,TS3006a
107.8,108.18,B,nice,TS3006a
107.84,108.21,C,slow,TS3006a
108.18,108.18,B,.,TS3006a
108.21,109.03,C,for this stuff uh .,TS3006a
110.99,111.12,B,Hmm ?,TS3006a
111.26,111.61,A,Okay .,TS3006a
111.63,114.99,C,I'm afraid I'm a bit too slow . I don't know how much preparation you guys,TS3006a
114.96,115.29,B,Yeah,TS3006a
114.99,115.45,C,"did , but",TS3006a
115.29,115.29,B,.,TS3006a
115.45,115.69,C,not,TS3006a
115.57,116.06,D,Yeah,TS3006a
115.69,116.13,C,a lot,TS3006a
116.06,116.06,D,.,TS3006a
116.13,116.13,C,.,TS3006a
116.38,118.0,B,"No , it's it was uh",TS3006a
117.99,118.17,A,You,TS3006a
118.0,118.51,B,not enough,TS3006a
118.17,118.66,A,see this,TS3006a
118.51,118.51,B,.,TS3006a
118.66,121.23,A,beautiful presentation,TS3006a
120.06,121.3,D,Yeah . Very,TS3006a
121.23,122.25,A,. Okay,TS3006a
121.3,121.73,D,nice .,TS3006a
122.25,123.18,A,let's get started .,TS3006a
123.28,123.55,D,Yeah .,TS3006a
125.0,134.9,A,"Uh I sort of prepared this . Uh opening acquaintance , tool training , uh how to use the things here",TS3006a
134.58,134.99,D,Mm,TS3006a
134.9,135.43,A,. Uh,TS3006a
134.99,134.99,D,.,TS3006a
135.43,141.6,A,"project plan discussion , and yeah then the rest of the meeting",TS3006a
140.79,141.09,C,Mm-hmm .,TS3006a
141.6,153.89,A,". Um we're supposed to develop a new remote control , that's both original , trendy and user-friendly . So , hope you have good ideas . I don't",TS3006a
152.08,153.89,B,I,TS3006a
153.89,155.23,A,. Um,TS3006a
153.89,154.61,B,did my best .,TS3006a
155.12,155.25,C,Not,TS3006a
155.23,155.36,A,we're,TS3006a
155.25,155.44,C,yet,TS3006a
155.36,155.73,A,work,TS3006a
155.44,155.44,C,.,TS3006a
155.73,184.55,A,"we're working uh from top to bottom . Uh functional design , then we do some in individual work , then we have a meeting to discuss the results , etcetera etcetera . And at the end of the day we should have a prototype drawn up . Uh we have available the smart board and the whiteboard . Um uh we should take some practice . I have some instructions now to do that",TS3006a
183.09,183.35,D,Yeah .,TS3006a
184.55,202.87,A,. Uh well you know how to the documents work . So Uh this for toolbar . You see it next . Um we have a pen . And we can use this pen to perform,TS3006a
202.73,203.53,C,Operations,TS3006a
202.87,204.34,A,. Yes,TS3006a
203.53,203.53,C,.,TS3006a
204.34,213.85,A,. So It doesn't always work . Yes,TS3006a
212.77,213.04,D,Yeah .,TS3006a
213.85,217.31,A,. Okay so you can draw .,TS3006a
217.4,218.3,D,Draw,TS3006a
218.21,218.66,A,Okay,TS3006a
218.3,218.74,D,. Alright,TS3006a
218.66,219.62,A,and,TS3006a
218.74,218.74,D,.,TS3006a
219.62,224.31,A,"in the format menu you can select colour and line width , etcetera etcetera",TS3006a
223.84,224.11,D,'Kay .,TS3006a
224.31,226.05,A,. Okay ? Uh,TS3006a
231.31,247.42,A,"Okay . Each of you can uh take some practice and you should draw an animal . Uh you should explain Uh with different colours and with different pen widths . And you should explain why you draw that particular animal . So , Julian .",TS3006a
247.86,248.49,B,Okay .,TS3006a
249.06,250.56,D,Don't take up too much space .,TS3006a
251.01,253.87,B,Um yeah .,TS3006a
254.62,256.71,C,"Different pen widths , how do you do that ?",TS3006a
257.02,258.17,A,Uh with the format menu .,TS3006a
258.33,258.87,C,Oh okay .,TS3006a
261.47,263.26,A,And use different colours etcetera .,TS3006a
266.27,266.37,C,Are,TS3006a
266.36,266.94,A,And,TS3006a
266.37,267.57,C,you serious,TS3006a
266.94,268.11,A,what's that supposed,TS3006a
