Start,End,Speaker,Speech,meeting
0.07,5.09,A,"Hey look , these are microphones they uh they're for women's shirts .",IB4004.
8.12,9.32,C,No no it's the opposite .,IB4004.
9.88,75.6,A,"Um okay , so um let's start . Um thanks for coming again to this meeting . I hope it won't be too long and especially that we'll make some progress on uh this uh on this small task that is putting people in our new rooms . Uh I hope you had fun in uh , well , designing something or uh asking the people about their preferences and uh things like this . So yeah , that's what I was talking about , it's for women's shirts . Um so um well , I think you remember all the constraints and the new settings , I think , you'll be more and more used to it as as soon as we move . So we have these one person , two person and three person rooms . Um and so that makes , I think , eighteen places . And we had about fifteen people and some uh spare uh spare mm well , working places to to put um may I first uh provide the answers to the the questions from the last time ?",IB4004.
75.72,78.32,C,And I also checked with uh Maggie and Pierrette .,IB4004.
78.48,107.64,A,"Oh , great , yeah . So that will be part of the your uh your solution or suggestions to solution . But regarding the constraints um there is no immediate plan to to make separations between the rooms so that means basically well , we have to do with this setting and uh it's it's quite difficult to make new doors and new walls , so I think we shouldn't count on them in the next uh four years maybe . And they don't",IB4004.
107.6,108.15,C,Great,IB4004.
107.64,108.56,A,want us,IB4004.
108.15,108.15,C,.,IB4004.
108.56,120.18,A,"to sh I mean they don't want to provide an extra working space for Gisella with the other I_T_ admins , which we could understand , because it's sort of full over there , but uh at least that's what they said",IB4004.
119.67,120.49,C,Come now,IB4004.
120.18,120.18,A,.,IB4004.
120.49,122.19,C,", it's not full over there",IB4004.
121.77,122.53,A,So it seems,IB4004.
122.19,122.19,C,.,IB4004.
122.53,160.86,A,"we uh yeah the well , we cannot change the habits of the whole school just for us . Though it wouldn't be a bad thing maybe , but uh we'll see . So regarding the possibility to put four people in one of the two uh three person rooms , um well , it's not very easy , we'll have to play uh quite uh quite wisely with the furnishing . It it looks like it's not impossible , at least on the one that is a bit uh longer , on on the right . So uh the one uh here . It should be possible to put four persons . If we could avoid it , it would much simplify things , but uh",IB4004.
160.76,160.89,D,The,IB4004.
160.86,161.23,A,", well",IB4004.
160.89,161.31,D,the question,IB4004.
161.23,161.46,A,", we'll",IB4004.
161.31,161.59,D,is,IB4004.
161.46,161.83,A,see,IB4004.
161.59,162.17,D,is it,IB4004.
161.83,161.83,A,.,IB4004.
162.17,165.71,D,is it against the regulation security regulation,IB4004.
165.38,166.25,A,No,IB4004.
165.71,166.18,D,of the school,IB4004.
165.87,166.41,C,No uh,IB4004.
166.18,166.58,D,. That's,IB4004.
166.25,166.58,A,. No no,IB4004.
166.41,167.02,C,no,IB4004.
166.58,166.85,A,no,IB4004.
166.58,166.91,D,that's the,IB4004.
166.85,166.85,A,.,IB4004.
166.91,167.24,D,important,IB4004.
167.02,167.4,C,. And,IB4004.
167.24,167.41,D,point,IB4004.
167.4,167.6,C,and,IB4004.
167.41,167.41,D,.,IB4004.
167.6,171.45,C,"I and I went over and I looked at that room , too . There's plenty of space for four people .",IB4004.
171.75,171.97,D,Okay .,IB4004.
172.31,176.82,A,"Yeah , I think , yeah . It it's more a matter of how to arrange the furniture , but uh since",IB4004.
176.57,176.8,C,Yeah .,IB4004.
176.82,187.61,A,"we are experts at this task uh okay , so maybe we could count on on four places , but the final decision is not really ours , so uh we'll see actually",IB4004.
186.87,187.76,B,That would be fine if,IB4004.
187.61,188.03,A,this,IB4004.
187.76,190.46,B,"one of the person is fifty per cent . So me , for example",IB4004.
190.43,191.01,A,Exactly,IB4004.
190.46,190.46,B,.,IB4004.
191.01,192.45,A,. Or one of the intern,IB4004.
191.98,193.16,C,Ah,IB4004.
192.45,193.17,A,"positions , the",IB4004.
193.16,193.16,C,.,IB4004.
193.17,194.8,A,people who might come,IB4004.
194.63,195.21,C,Exactly,IB4004.
194.8,195.52,A,or something,IB4004.
195.21,195.39,C,. Yeah .,IB4004.
195.52,207.03,A,like that . Um okay so these were the um the answers . So actually I I did my uh my proposal as a slide . Would you like me,IB4004.
206.95,207.73,C,Mm,IB4004.
207.03,207.75,A,to start or would,IB4004.
207.73,207.98,C,. Well,IB4004.
207.75,208.04,A,you like,IB4004.
207.98,208.75,C,just,IB4004.
208.04,208.37,A,me to,IB4004.
208.15,208.56,B,Please,IB4004.
208.37,209.1,A,end,IB4004.
208.56,208.56,B,.,IB4004.
208.75,209.23,C,t just,IB4004.
209.1,209.43,A,? It's,IB4004.
209.23,209.49,C,to,IB4004.
209.43,209.81,A,uh,IB4004.
209.49,214.23,C,"uh uh complete uh , I talked both with Maggie and Pierrette",IB4004.
214.0,214.33,A,Oh,IB4004.
214.23,214.7,C,and,IB4004.
214.33,214.71,A,", great",IB4004.
214.7,215.02,C,both,IB4004.
214.71,214.71,A,.,IB4004.
215.02,227.24,C,"of them are happy to share offices . They have no problem whatsoever . Uh they're they're easy , but uh could be uh as Pierrette has right now , that she cou she is happy to continue to share with uh Marianne , uh",IB4004.
226.68,226.9,D,Mm-hmm .,IB4004.
227.24,232.07,C,"and and Maggie , for example , to share with uh it could be with Bruno , because they work",IB4004.
231.85,232.45,D,Okay,IB4004.
232.07,232.63,C,on the SwissTra,IB4004.
232.45,232.96,D,", okay",IB4004.
232.63,233.09,C,together,IB4004.
232.96,232.96,D,.,IB4004.
233.09,235.08,C,"and they like to gossip together , so .",IB4004.
235.43,237.07,A,Beautiful,IB4004.
235.45,236.54,D,Yes . That looks good .,IB4004.
237.07,259.61,A,". Okay , then let me um explain very briefly the the rationale for for this . So it's the same uh schema that you know . In red you have the uh uh oh , excuse me , that's quite uh annoying , excuse me . Um hello . Oh , yeah , um , can I can I call you a bit later",IB4004.
259.6,259.94,D,People,IB4004.
259.61,259.69,A,in,IB4004.
259.68,259.94,C,People,IB4004.
259.69,260.04,A,about,IB4004.
259.94,260.16,C,who,IB4004.
259.94,261.41,D,sh,IB4004.
260.04,260.35,A,half,IB4004.
260.16,260.72,C,don't,IB4004.
260.35,260.73,A,an hour,IB4004.
260.72,261.0,C,turn,IB4004.
260.73,261.06,A,. I'm just,IB4004.
261.0,261.13,C,off,IB4004.
261.06,261.21,A,in the,IB4004.
261.13,261.25,C,their,IB4004.
261.21,261.44,A,middle,IB4004.
261.25,261.64,C,phone,IB4004.
261.41,262.01,D,yeah,IB4004.
261.44,262.02,A,of a meeting,IB4004.
261.64,262.21,C,in a meeting,IB4004.
262.01,262.52,D,that's,IB4004.
262.02,262.32,A,and I'm,IB4004.
262.21,263.05,C,. It's,IB4004.
262.32,262.82,A,talking .,IB4004.
263.05,264.03,C,fantastic .,IB4004.
264.32,264.73,A,Oh,IB4004.
264.656,264.656,D,.,IB4004.
264.73,267.96,A,"okay , thank you . Bye-bye",IB4004.
265.78,268.3,D,Let me check that I,IB4004.
267.96,268.33,A,. Um,IB4004.
268.3,268.36,D,I,IB4004.
268.33,268.58,A,", sorry",IB4004.
268.36,268.68,D,di,IB4004.
268.58,268.76,A,for,IB4004.
268.68,268.87,D,I,IB4004.
268.76,269.79,A,this,IB4004.
268.87,269.59,D,didn't . S,IB4004.
