Start,End,Speaker,Speech,meeting
4.98,20.47,A,"So yeah , we put this stuff on so that so that we have some record of the whole thing , what uh are going to say . And uh the whole idea here is says also put the lapel on .",IN1007.
21.64,21.95,B,Yep .,IN1007.
23.4,28.62,A,Uh the whole idea of this meeting is that it's not me who will be talking all the time . So,IN1007.
27.94,28.76,D,Oh what what,IN1007.
28.62,28.86,A,so,IN1007.
28.76,28.88,D,is,IN1007.
28.86,29.05,A,that,IN1007.
28.88,29.38,D,the topic,IN1007.
29.05,29.39,A,would be a,IN1007.
29.38,29.75,D,here,IN1007.
29.39,29.81,A,boring,IN1007.
29.75,29.75,D,?,IN1007.
29.81,33.05,A,that would be definitely boring meeting,IN1007.
31.08,34.41,B,S so Joel is going to talk,IN1007.
32.75,33.19,C,No I'm going,IN1007.
33.05,33.73,A,. Yeah,IN1007.
33.19,34.01,C,to listen,IN1007.
33.73,34.19,A,", yeah",IN1007.
34.01,34.01,C,.,IN1007.
34.19,34.84,A,", yeah",IN1007.
34.41,34.41,B,.,IN1007.
34.84,44.85,A,". So I so the p the actually the reason why we got together is that it's ab it's about the time to A_ make sure that when Petr leaves us uh I'm afraid it may happen , right . I mean it or",IN1007.
44.83,45.44,D,Well,IN1007.
44.84,44.96,B,That's,IN1007.
44.85,45.06,A,did,IN1007.
44.96,45.21,B,mine,IN1007.
45.06,45.41,A,you didn't,IN1007.
45.21,45.21,B,.,IN1007.
45.41,45.61,A,change,IN1007.
45.44,45.72,D,", I guess",IN1007.
45.61,45.73,A,your,IN1007.
45.72,47.18,D,so,IN1007.
45.73,47.49,A,mind yet,IN1007.
47.18,48.47,D,. I couldn't,IN1007.
47.49,48.53,A,. Or your girlfriend didn't,IN1007.
48.47,48.54,D,. I,IN1007.
48.53,48.72,A,change,IN1007.
48.54,48.92,D,would like,IN1007.
48.72,51.49,A,your mind,IN1007.
48.92,50.73,D,to change . But I cannot .,IN1007.
51.49,65.99,A,. So so that whatever he's whatever he's been doing uh is not uh forgotten and then people can stay on his shoulders and uh I hope that he won't get out entirely out of uh out of uh this problem . But still we we need to continue on this .,IN1007.
66.14,66.4,C,Yeah .,IN1007.
66.7,82.85,A,So I think the Joel will be is is my main hope that he's uh he's going to pick up uh the key-word spotting and some of these ideas and also the reason why p uh I p uh uh Petr Motlicek is here is that Joel is also getting interested in uh OPAL models of,IN1007.
82.66,82.98,C,Yeah,IN1007.
82.85,83.33,A,uh,IN1007.
82.98,82.98,C,.,IN1007.
83.33,85.4,A,tem temporal envelope,IN1007.
84.45,85.41,C,Yeah . That's true,IN1007.
85.4,85.7,A,. Yeah,IN1007.
85.41,85.41,C,.,IN1007.
85.7,89.27,A,", and of of course Pet uh Petr for signals . So about it but",IN1007.
89.22,89.56,D,Well,IN1007.
89.27,89.97,A,Petr Motlicek,IN1007.
89.56,90.02,D,I think that,IN1007.
89.97,90.49,A,too,IN1007.
90.02,90.5,D,I'm,IN1007.
90.49,90.59,A,. Eh,IN1007.
90.5,90.93,D,more,IN1007.
90.59,91.01,A,both of,IN1007.
90.93,91.2,D,now,IN1007.
91.01,91.29,A,you,IN1007.
91.2,91.41,D,. Much,IN1007.
91.29,91.42,A,you,IN1007.
91.41,91.65,D,more,IN1007.
91.42,91.68,A,know,IN1007.
91.59,92.27,B,Well,IN1007.
91.65,91.91,D,than,IN1007.
91.68,91.98,A,. So,IN1007.
91.91,92.1,D,me,IN1007.
91.98,92.41,A,but,IN1007.
92.1,92.69,D,. Because,IN1007.
92.27,92.67,B,", may from",IN1007.
92.41,92.98,A,but,IN1007.
92.67,93.0,B,different,IN1007.
92.98,93.1,A,but,IN1007.
93.0,93.2,B,point,IN1007.
93.1,93.21,A,you,IN1007.
93.2,93.32,B,of,IN1007.
93.21,93.4,A,will,IN1007.
93.32,93.52,B,view,IN1007.
93.4,93.76,A,be here,IN1007.
93.52,94.19,B,. But,IN1007.
93.76,95.27,A,"and from different point of view , eh . Petr",IN1007.
95.13,95.29,B,Yeah,IN1007.
95.27,95.73,A,Motlicek,IN1007.
95.29,95.29,B,.,IN1007.
95.3,95.54,D,Oh,IN1007.
95.46,96.62,C,Yeah,IN1007.
95.54,95.87,D,. Okay,IN1007.
95.73,96.2,A,is working,IN1007.
95.87,95.87,D,.,IN1007.
96.2,96.64,A,mainly on,IN1007.
96.62,97.2,C,. Speech,IN1007.
96.64,97.96,A,speech coding,IN1007.
97.2,97.5,C,coding .,IN1007.
97.96,103.08,A,". Yeah , and uh so so this is um yeah , I guess this is it . So m I I guess",IN1007.
102.88,103.23,C,No,IN1007.
103.08,103.45,A,that really,IN1007.
103.23,103.23,C,.,IN1007.
103.45,104.86,A,you should be talking more than,IN1007.
104.81,105.03,C,Yeah,IN1007.
104.86,105.31,A,anybody,IN1007.
105.03,105.03,C,.,IN1007.
105.31,107.51,A,else because you should be asking questions,IN1007.
106.66,107.99,C,Yeah well that's uh,IN1007.
