Start,End,Speaker,Speech,meeting
30.79,31.54,D,Oh my God .,IN1013.
33.44,36.97,A,"Yeah , still doesn't feel natural",IN1013.
36.41,37.63,D,Yeah,IN1013.
36.97,37.71,A,". I I wish , you",IN1013.
37.63,37.63,D,. .,IN1013.
37.71,42.48,A,"know , the the the the room would just detect when an when a meeting's started it starting .",IN1013.
53.6,54.8,A,Voila,IN1013.
54.72,56.26,D,Okay,IN1013.
54.8,57.17,A,cool . So,IN1013.
56.26,56.26,D,.,IN1013.
57.17,59.4,A,you better start . It was your idea . So,IN1013.
58.76,59.43,D,I should start,IN1013.
59.4,59.4,A,.,IN1013.
59.43,128.57,D,"? Yeah , no so I thought that we might s t speak a little bit about speech coding because nobody is doing here speech coding and I would like to have some maybe feedback because except me . I've I've supposed to some speech coding stuff here with Hynek uh but you know that little bit at least that uh based on some let's say Hilbert transforms using a longer temporal context and deriving some parameters would be tranf transcs transmitted to a decoder and So it's a little bit different than the stuff which people are using now , which is like a L_P_C_ based . And but we are at the beginning with everything more or less . So still um we can't uh d encode a speech . But of course there is there are many problems which we still didn't solve and the biggest one is quite similar to L_P_C_ stuff where people still don't know how to exactly encode a carrier or the source signal . We know what to do with the envelope or how to approximate the envelope , let's say . Um when you have got",IN1013.
130.41,136.94,A,Well maybe uh is is the white-board working ? Or or not,IN1013.
136.2,137.2,D,Oh,IN1013.
136.94,138.47,A,. Um,IN1013.
137.2,139.12,D,you mean that it would be nice to,IN1013.
138.47,139.35,A,y maybe,IN1013.
139.12,139.41,D,plot,IN1013.
139.35,140.33,A,show,IN1013.
139.41,140.53,D,at least s,IN1013.
140.33,141.1,A,us,IN1013.
141.08,141.26,B,Yeah,IN1013.
141.1,141.28,A,the,IN1013.
141.26,141.37,B,", at",IN1013.
141.28,141.66,A,general,IN1013.
141.37,141.86,B,least on,IN1013.
141.66,142.0,A,sort of,IN1013.
141.86,142.9,B,paper,IN1013.
142.0,144.22,A,outline,IN1013.
142.4,142.98,D,Um maybe,IN1013.
142.83,143.03,C,You,IN1013.
142.9,143.33,B,. Yeah,IN1013.
142.98,143.26,D,I,IN1013.
143.03,143.4,C,can write,IN1013.
143.26,143.36,D,I,IN1013.
143.33,144.13,B,. Yeah,IN1013.
143.36,144.28,D,can,IN1013.
143.4,144.14,C,"on the paper , yeah",IN1013.
144.13,144.37,B,", at",IN1013.
144.14,145.13,C,. It's,IN1013.
144.22,144.37,A,. You,IN1013.
144.28,144.38,D,I,IN1013.
144.37,144.63,A,keep,IN1013.
144.37,144.53,B,least,IN1013.
144.38,144.57,D,can,IN1013.
144.53,144.65,B,you,IN1013.
144.63,144.94,A,w,IN1013.
144.65,145.0,B,can write,IN1013.
144.94,145.28,A,okay,IN1013.
145.0,145.27,B,on the,IN1013.
145.13,145.35,C,it's,IN1013.
145.27,145.61,B,p,IN1013.
145.28,145.36,A,", you",IN1013.
145.35,145.68,C,okay,IN1013.
145.36,145.69,A,can just,IN1013.
145.68,145.68,C,.,IN1013.
145.69,148.04,A,write it on the paper,IN1013.
146.48,148.27,D,"So what we are doing now , yeah",IN1013.
148.04,148.33,A,. Yeah,IN1013.
148.27,148.37,D,", you",IN1013.
148.33,148.33,A,.,IN1013.
148.37,152.81,D,"mean . Okay , i uh everybody knows L_P_C_ stuff , how it works",IN1013.
152.48,153.68,C,Right,IN1013.
152.69,152.89,B,Yeah,IN1013.
152.81,152.99,D,. So,IN1013.
152.89,153.26,B,", CELP",IN1013.
152.99,153.44,D,I don't have,IN1013.
153.26,153.26,B,.,IN1013.
153.44,153.81,D,to,IN1013.
153.68,153.68,C,.,IN1013.
153.81,177.15,D,present anything mores . But it's uh m more or less very simple . We have let's say at the beginning there is some speech signal . What we are uh we might see it uh in very simple way that we are using some Hilbert transform h at the beginning to create analytic signal . The analytic signal is the signal which is a complex which you can create,IN1013.
176.8,177.18,B,Yeah,IN1013.
177.15,177.43,D,from,IN1013.
177.18,177.18,B,.,IN1013.
177.43,179.0,D,the uh,IN1013.
178.29,178.79,C,"Right , right .",IN1013.
179.0,200.03,D,"real uh uh some sequence . And if you get if you apply Hilbert transform on this , on such a speech signal , like a real trajectory , then you get a complex signal and if you take just the amplitude , then you get Hilbert envelope code . So I well I I don't know . Yeah , let's say ups .",IN1013.
200.64,203.77,A,"So is this different from the original P_L_P_ two stuff then , is that ?",IN1013.
204.32,205.81,D,"Yeah , it's u it's not P_L_P_ at",IN1013.
205.72,205.93,A,Uh 'cause,IN1013.
205.81,206.01,D,all,IN1013.
205.93,206.05,A,that's,IN1013.
206.01,206.12,D,", d",IN1013.
206.05,208.61,A,"what you started with , wasn't it",IN1013.
207.72,208.11,B,Hmm .,IN1013.
208.26,208.98,D,Mm,IN1013.
208.61,209.02,A,? This this,IN1013.
208.98,208.98,D,.,IN1013.
209.02,210.5,A,stuff that Marius,IN1013.
210.28,212.6,B,"No , but Marius is it's similar",IN1013.
