Start,End,Speaker,Speech,meeting
0.02,9.97,A,"Uh I guess I start with my presentation . We had two groups of people working on this . So we'll show you two slightly different presentations . Feel free to ask any questions or comments , obviously",IB4005.
9.86,10.23,B,Okay,IB4005.
9.97,10.73,A,. Um,IB4005.
10.23,10.23,B,.,IB4005.
10.73,27.45,A,"the first one was done by myself , Bruno , Marianne and Nikos . And the rationale that we have , I'll show you the layout in a second , was that full professors would get private offices . Administration is close to the professors offices , so it's easier for the secretary to speak to everyone",IB4005.
27.16,27.59,B,Mm-hmm,IB4005.
27.45,27.91,A,. The fax,IB4005.
27.59,27.59,B,.,IB4005.
27.91,78.56,A,"is in the administration office , since it's mostly used by Gisella , who's the secretary . For noise reduction purposes we've moved everyone who has office hours together , and we've also put the network printer and the photocopier in the hall . Um , so I'll just show you how that works . Basically , you can see Gisella sort of there in the middle with the fax machine , and Maggie and Susan , who are the two full professors in our department have the private offices . And the photocopier and the printer are sort of in the hall on the side there across from mailboxes . Um , just to go back , most people are grouped in projects . And we have two fifty per cent people who are half time in Geneva , half time at the E_P_F_L_ in Lausanne . And they m them we've put in three person offices , so that in the three person offices it's not constantly three people . So there's a little bit of give there . And",IB4005.
78.44,78.57,B,Mm-hmm,IB4005.
78.56,78.67,A,the,IB4005.
78.57,78.57,B,.,IB4005.
78.67,94.32,A,"reading room , or the lounge as some people call it , that we have is in a central position . So basically we've got Andre and Nancy at the top . Um they don't actu they will be starting a new project together , if um if I'm not mistaken . Like I said",IB4005.
94.29,94.62,C,Mm-hmm,IB4005.
94.32,94.64,A,", Susan",IB4005.
94.62,94.62,C,.,IB4005.
94.64,158.5,A,"and Maggie in the individual offices . Nikos and Yalina , who work on the same project , at the bottom . The reading room is in the middle . Um , Marianne and Bruno are at the bottom . Um , as well , Marianne works closely with Pierrette and the other Marianne . We have two Mariannes in our department . And David is a half time . So as I said , the half times are in the three person offices . And on the other side we have Maria , Martin and myself , who all work on the same project . And Martin is fifty per cent . Um Gisella , we've given her two person office for two reasons , one is because there's a spare place there , so if we want to put a stagieur or someone who just comes in for short period of time , we figured it was okay if they were in the admin office which is a little bit noisy , because they're only there for a short period of time . Um , and again the proximity to the other offices . Um so I guess that's pretty much it for our proposal",IB4005.
158.1,158.38,C,Mm-hmm .,IB4005.
158.5,162.53,A,. Um I don't know if you want Andre to go through his first or if you have any questions for me .,IB4005.
163.28,164.3,B,So you sa so Pierrette,IB4005.
164.26,164.77,D,Yes,IB4005.
164.3,166.26,B,is a professor,IB4005.
164.77,166.41,D,. Yeah,IB4005.
166.26,166.42,B,", but",IB4005.
166.41,166.8,D,", Martin",IB4005.
166.42,168.24,B,she's only,IB4005.
166.8,166.8,D,.,IB4005.
168.24,170.91,B,she's only fifty per cent time . Is that why she's,IB4005.
170.72,172.29,A,She's,IB4005.
170.91,172.25,B,in a three person office ?,IB4005.
172.29,174.96,A,It's Do you wanna explain how,IB4005.
174.76,175.06,C,Uh,IB4005.
174.96,175.18,A,it it,IB4005.
