Start,End,Speaker,Speech,meeting
19.68,19.93,B,Oops .,IS1006a
21.23,120.42,A,"So , hello everyone . We're here to have a kick-off meeting for the design of a f for the beginning of new project um uh remote control for the design for a new remote control . I'm the Project Manager Christa Pavlov and okay let's begin . So I'm first going to do an opening then we get used to one anothers and we speak about this tool we're going to design and try to make a project plan , some discussion and then we talk of uh the next meeting . So um we want to to do a new remote control . It has to be original , trendy and user friendly . Um I think the important points we have to t talk about are uh it's functional design , it's conceptual design , and desail detailed design . and for that we're going um all to work individually and then have meeting during the whole day . Um , so let's try the whiteboard",IS1006a
117.75,118.68,D,Wow .,IS1006a
120.42,125.06,A,. Um so any of you who want to go,IS1006a
124.48,125.09,B,"Yeah , for",IS1006a
125.06,125.06,A,.,IS1006a
125.09,135.98,B,favourite animals . It's gonna be not my favourite one but the one I can draw . And it's gonna be you'll try to guess .,IS1006a
137.15,138.31,D,Wow .,IS1006a
146.83,150.35,A,Wow,IS1006a
147.99,148.65,D,Complex .,IS1006a
150.35,150.35,A,.,IS1006a
150.94,153.47,D,Huh ? A cat .,IS1006a
154.56,155.96,C,No,IS1006a
155.79,158.3,B,No,IS1006a
155.96,155.96,C,.,IS1006a
156.19,158.0,D,No . Darn .,IS1006a
158.3,158.3,B,.,IS1006a
159.51,159.72,D,Uh .,IS1006a
160.08,160.49,A,A rabbit .,IS1006a
161.11,163.42,B,"Yes , that's a rabbit",IS1006a
163.3,163.42,D,A,IS1006a
163.42,163.56,B,. That's,IS1006a
163.42,163.76,D,what,IS1006a
163.56,164.08,B,my favourite,IS1006a
163.76,163.76,D,?,IS1006a
163.82,164.56,A,A,IS1006a
164.08,164.31,B,one .,IS1006a
164.56,165.07,A,rabbit,IS1006a
164.64,165.25,D,A r,IS1006a
165.01,165.41,C,Rabbit,IS1006a
165.07,165.07,A,.,IS1006a
165.25,165.86,D,a rabbit,IS1006a
165.41,165.41,C,.,IS1006a
165.86,172.29,D,", oh oh yeah , where is the carrot ? Okay",IS1006a
172.09,172.3,B,That's,IS1006a
172.29,172.6,D,mm-hmm,IS1006a
172.3,172.71,B,it,IS1006a
172.6,172.6,D,.,IS1006a
172.71,172.71,B,.,IS1006a
173.42,174.18,A,You want to go ?,IS1006a
174.79,176.03,D,I am not very good at,IS1006a
175.9,178.33,B,Hmm,IS1006a
176.03,179.62,D,uh this kind of stuff,IS1006a
178.33,178.33,B,.,IS1006a
179.62,183.05,D,. My favourite animal is,IS1006a
186.19,193.58,B,Wow,IS1006a
187.18,187.46,C,You wa,IS1006a
188.52,190.02,A,A human,IS1006a
189.3,191.19,D,Guess,IS1006a
190.02,191.78,A,ah,IS1006a
191.19,191.81,D,. A human,IS1006a
191.78,191.78,A,.,IS1006a
191.81,193.98,D,", yay",IS1006a
193.58,193.58,B,.,IS1006a
193.98,198.82,D,. It's a very complex animal,IS1006a
196.92,197.61,B,No .,IS1006a
198.82,205.78,D,and um yeah . Characteristics of this this animal is dangerous .,IS1006a
208.04,209.19,A,Mm I think,IS1006a
208.85,209.32,C,Is,IS1006a
209.19,209.52,A,you're,IS1006a
209.32,211.01,C,the white,IS1006a
209.52,210.4,A,"supposed to , yeah .",IS1006a
211.01,211.66,C,okay .,IS1006a
225.14,225.36,A,Hmm .,IS1006a
226.1,232.11,C,I guess you can,IS1006a
228.44,229.81,B,Wow . That's cobra .,IS1006a
230.36,233.02,D,"Ah , a kind of uh snake",IS1006a
232.11,232.11,C,.,IS1006a
233.02,236.97,D,? Cobra ? Exactly,IS1006a
234.4,238.47,C,Yeah uh not really . Small cobra,IS1006a
236.72,237.18,B,"No , it",IS1006a
236.97,236.97,D,.,IS1006a
237.18,238.34,B,"just small cobra , yeah .",IS1006a
238.45,239.49,D,Uh-huh,IS1006a
238.47,238.47,C,.,IS1006a
239.49,239.49,D,.,IS1006a
239.66,240.02,A,Is that,IS1006a
239.78,240.35,B,It's,IS1006a
240.02,240.76,A,a worm,IS1006a
240.35,240.94,B,co c,IS1006a
240.76,241.27,A,? Or,IS1006a
240.94,244.32,B,quite recognisable .,IS1006a
245.69,248.4,D,What about you,IS1006a
246.74,253.48,A,Uh yeah Christa Pavlov,IS1006a
248.4,249.95,D,uh Christa,IS1006a
249.52,251.17,C,Chris,IS1006a
249.95,249.95,D,?,IS1006a
249.96,251.44,B,Christa,IS1006a
251.17,251.17,C,.,IS1006a
251.44,251.83,B,Christa .,IS1006a
253.48,253.91,A,Mm .,IS1006a
259.52,260.59,D,A fish .,IS1006a
261.34,261.6,C,Mm .,IS1006a
261.92,262.78,B,Hmm,IS1006a
262.43,262.95,A,Smiling,IS1006a
262.78,262.78,B,.,IS1006a
262.95,265.66,A,fish,IS1006a
262.96,265.52,C,Smile fish,IS1006a
263.75,267.37,D,A smiling fish,IS1006a
265.52,265.52,C,.,IS1006a
265.66,265.66,A,.,IS1006a
267.37,268.41,D,. Mm-hmm,IS1006a
267.97,268.23,A,Mm-hmm,IS1006a
268.02,268.66,B,Okay,IS1006a
268.23,268.23,A,.,IS1006a
268.41,268.83,D,. So,IS1006a
268.66,268.66,B,.,IS1006a
268.83,271.35,D,", w whiteboard is working",IS1006a
270.45,272.69,C,Yeah,IS1006a
270.47,273.87,A,Yeah,IS1006a
271.35,272.74,D,? Good,IS1006a
272.69,272.69,C,.,IS1006a
272.74,273.82,D,. Next .,IS1006a
273.87,275.04,A,. Next . Let's,IS1006a
274.84,275.16,B,Just,IS1006a
275.04,275.37,A,talk,IS1006a
275.16,275.38,B,tr,IS1006a
275.37,275.74,A,about,IS1006a
275.38,275.76,B,try to,IS1006a
275.74,276.08,A,money,IS1006a
275.76,276.16,B,guess who,IS1006a
276.08,276.08,A,.,IS1006a
276.16,279.57,B,is a User Interface Designer,IS1006a
278.44,281.06,D,"Yeah , well",IS1006a
279.57,286.26,B,. According to the drawings,IS1006a
281.06,285.36,D,. Not me .,IS1006a
285.95,286.29,C,Yeah,IS1006a
286.26,286.83,B,. Okay,IS1006a
286.29,286.98,C,", you're",IS1006a
286.83,286.83,B,.,IS1006a
287.85,289.27,D,So,IS1006a
288.78,289.22,A,So .,IS1006a
289.27,291.97,D,. Twenty five Euro for a,IS1006a
291.73,292.77,A,Yeah,IS1006a
291.97,292.6,D,remote control .,IS1006a
292.77,294.0,A,", mm that's the price",IS1006a
293.86,294.03,C,Hmm,IS1006a
294.0,294.12,A,we,IS1006a
294.03,294.03,C,.,IS1006a
294.12,295.73,A,want to that's,IS1006a
295.61,295.93,D,Okay,IS1006a
295.73,296.0,A,the,IS1006a
295.93,295.93,D,.,IS1006a
296.0,303.66,A,aim for the price for the remote control . We aim to do this profit .,IS1006a
306.71,308.81,D,'tis big number,IS1006a
307.47,307.82,B,On the,IS1006a
307.75,309.28,A,Yeah,IS1006a
307.82,309.19,B,international market,IS1006a
308.81,308.81,D,.,IS1006a
309.19,309.19,B,.,IS1006a
309.28,309.81,A,. Mm-hmm,IS1006a
309.39,310.0,C,"Yeah , we're",IS1006a
309.81,309.81,A,.,IS1006a
310.0,311.34,C,to sell two million then .,IS1006a
311.75,312.19,B,Wow .,IS1006a
313.18,313.42,D,Mm-hmm .,IS1006a
313.73,331.54,A,Mm for a production cost of mm twelve fifty Euros maximum . 'Kay . So any of you have experience in remote controls ?,IS1006a
332.11,332.48,D,Uh,IS1006a
332.36,332.52,C,Mm,IS1006a
332.48,333.0,D,yes,IS1006a
332.52,332.87,C,yeah .,IS1006a
333.0,339.37,D,", we have plenty at home . In fact , my daughter likes l remote",IS1006a
339.17,340.13,A,That,IS1006a
339.2,339.85,B,Mm,IS1006a
339.37,340.77,D,controls,IS1006a
339.85,343.16,B,. To eat,IS1006a
340.77,343.43,D,". To eat ? Yeah , mainly",IS1006a
343.16,343.16,B,?,IS1006a
343.43,347.33,D,", and to break",IS1006a
345.48,347.95,A,So that could be a great um,IS1006a
347.33,347.33,D,.,IS1006a
347.95,351.15,A,application . Remote controls children proof,IS1006a
350.97,351.33,D,Mm-hmm,IS1006a
351.15,351.49,A,. Mm,IS1006a
351.33,351.93,D,. Yeah,IS1006a
351.49,351.87,A,mm-hmm .,IS1006a
351.93,352.28,D,. Ye,IS1006a
352.08,352.55,B,Children,IS1006a
352.28,352.63,D,ye,IS1006a
352.55,353.02,B,proof,IS1006a
352.63,352.89,D,yeah .,IS1006a
353.02,354.22,B,. Hmm .,IS1006a
354.52,357.82,D,So she likes uh buttons,IS1006a
356.83,357.3,C,Yeah,IS1006a
357.24,357.53,A,Okay,IS1006a
357.3,357.54,C,", pret",IS1006a
357.53,357.53,A,.,IS1006a
357.82,361.48,D,"which make click , so it has to click .",IS1006a
361.76,364.44,A,So they have to be waterproof,IS1006a
364.26,364.7,D,It has,IS1006a
364.44,365.83,A,maybe,IS1006a
364.7,365.86,D,to be uh,IS1006a
365.83,366.16,A,? 'Cause,IS1006a
365.86,366.49,D,wha,IS1006a
366.16,366.52,A,they,IS1006a
366.49,366.8,D,baby,IS1006a
366.52,367.15,A,eat,IS1006a
366.8,368.04,D,proof,IS1006a
367.15,368.59,A,she ate,IS1006a
368.04,369.83,D,yeah,IS1006a
368.59,368.92,A,it .,IS1006a
369.83,372.19,D,but mainly it has to be very robust because,IS1006a
372.1,372.31,A,Mm-hmm,IS1006a
372.19,372.46,D,even,IS1006a
372.31,372.31,A,.,IS1006a
372.46,372.68,D,if,IS1006a
372.59,372.72,C,Yeah,IS1006a
