Start,End,Speaker,Speech,meeting
8.37,9.6,B,And something to fidget with .,EN2006a
15.67,20.28,B,Okay . See,EN2006a
20.35,20.79,A,Right .,EN2006a
22.61,23.53,B,On your marks,EN2006a
23.22,23.41,A,'Kay .,EN2006a
23.53,24.68,B,", get set",EN2006a
24.09,24.39,D,Hmm .,EN2006a
24.45,24.93,C,Right,EN2006a
24.68,24.88,B,", go .",EN2006a
24.93,24.93,C,.,EN2006a
26.71,27.42,B,Such a long time since,EN2006a
27.31,27.46,D,Did,EN2006a
27.42,27.51,B,I've,EN2006a
27.46,27.6,D,did,EN2006a
27.51,27.7,B,done,EN2006a
27.6,27.85,D,you guys,EN2006a
27.7,27.93,B,these,EN2006a
27.85,28.13,D,actually,EN2006a
27.93,27.93,B,.,EN2006a
28.13,35.09,D,"had sort of um the interaction or discussions while you we doing the annotation , did you have had stages of clarification or I suppose",EN2006a
34.75,35.16,C,We did,EN2006a
35.09,35.16,D,you,EN2006a
35.16,35.4,C,", yeah",EN2006a
35.16,35.39,D,did,EN2006a
35.25,35.42,B,At,EN2006a
35.39,36.5,D,", right",EN2006a
35.4,35.4,C,.,EN2006a
35.42,36.92,B,the beginning we did,EN2006a
36.5,36.82,D,? Mm-hmm .,EN2006a
36.92,40.66,B,". Um we did a training set , didn't we , and then compared to",EN2006a
40.62,40.99,A,Yeah,EN2006a
40.66,40.97,B,see,EN2006a
40.85,41.13,C,Yeah,EN2006a
40.99,40.99,A,.,EN2006a
41.13,42.11,C,", we did two of those , didn't we ?",EN2006a
42.75,43.51,B,we probably did,EN2006a
43.23,43.53,C,I think we,EN2006a
43.51,43.51,B,.,EN2006a
43.53,46.3,C,did two training sets and then we had at least one meeting with you,EN2006a
46.18,47.42,A,Yeah,EN2006a
46.3,47.24,C,where we talked it all through .,EN2006a
47.42,47.89,A,. Mm .,EN2006a
48.19,48.49,D,Mm-hmm .,EN2006a
49.29,51.58,B,And supposedly decided on things . And,EN2006a
51.46,51.94,C,Yes,EN2006a
51.58,52.0,B,then we did,EN2006a
51.94,51.94,C,.,EN2006a
52.0,53.41,B,th all the rest of them separately .,EN2006a
54.03,54.22,C,Yeah .,EN2006a
54.7,67.53,D,"So did you feel that it was some some kind of some process of convergence , like that initially had quite different ideas about the phrase types and and markations and then eventually you came up uh with some kind of rules that you set up between uh the two of you",EN2006a
67.39,68.98,B,Yes,EN2006a
67.53,68.06,D,? Or,EN2006a
68.74,69.09,C,I'd say,EN2006a
68.98,70.07,B,", I think",EN2006a
69.09,70.61,C,"no , but",EN2006a
70.07,71.73,B,. Okay,EN2006a
70.61,71.91,C,I d I mean I thought we had,EN2006a
71.73,71.93,B,". Yeah , but",EN2006a
71.91,72.37,C,basically,EN2006a
71.93,72.45,B,you convinced,EN2006a
72.37,72.49,C,the,EN2006a
72.45,74.16,B,me,EN2006a
72.49,74.27,C,same ideas to b,EN2006a
74.16,74.16,B,.,EN2006a
74.27,77.61,C,I don't remember ever having strong arguments about what should,EN2006a
77.5,77.69,B,No,EN2006a
77.61,77.73,C,be,EN2006a
77.69,77.87,B,", that's",EN2006a
77.73,78.05,C,in what,EN2006a
77.87,78.73,B,true,EN2006a
78.05,79.39,C,group or,EN2006a
78.73,79.3,B,. Mm-hmm .,EN2006a
79.39,81.01,C,it was just the rules,EN2006a
80.96,81.06,B,It's,EN2006a
81.01,81.35,C,about,EN2006a
81.06,81.54,B,the length,EN2006a
81.35,81.76,C,things,EN2006a
