Start,End,Speaker,Speech,meeting
0.37,1.15,D,Funky sh,EN2002a
0.96,1.2,A,Wonder,EN2002a
1.15,1.42,D,stuff,EN2002a
1.2,1.45,A,how much,EN2002a
1.42,1.55,D,like,EN2002a
1.45,1.55,A,of,EN2002a
1.55,1.74,D,that,EN2002a
1.55,2.0,A,the meetings,EN2002a
1.74,1.74,D,.,EN2002a
2.0,6.65,A,is talking about the stuff at the meetings,EN2002a
3.58,3.84,C,Yeah,EN2002a
3.75,4.68,D,Yeah,EN2002a
3.84,4.78,C,", exactly , yeah yeah",EN2002a
4.68,5.4,D,. Yeah,EN2002a
4.78,5.38,C,yeah .,EN2002a
5.4,8.72,D,. Look at all this stuff man,EN2002a
6.65,6.85,A,. Yeah .,EN2002a
8.6,8.95,B,Okay,EN2002a
8.72,11.83,D,. Okay,EN2002a
8.95,8.95,B,.,EN2002a
11.83,12.13,D,. Right .,EN2002a
12.32,13.34,B,So what,EN2002a
13.2,13.59,C,Should,EN2002a
13.34,13.78,B,do we need,EN2002a
13.59,13.66,C,we,EN2002a
13.78,15.22,B,to talk about,EN2002a
14.98,15.48,D,Has anybody,EN2002a
15.21,15.42,C,Well,EN2002a
15.22,15.22,B,?,EN2002a
15.42,19.23,C,should we just go around and everyone says what they d what they've been doing,EN2002a
19.08,19.43,D,Has anybody,EN2002a
19.23,19.54,C,", how far",EN2002a
19.43,19.62,D,done,EN2002a
19.54,19.68,C,they've,EN2002a
19.62,23.69,D,anything,EN2002a
19.68,24.17,C,got,EN2002a
21.47,23.29,A,Not a lot . No .,EN2002a
23.69,23.69,D,?,EN2002a
24.17,25.22,C,. Well I hope so .,EN2002a
25.5,26.44,A,Hmm,EN2002a
25.76,26.15,B,Yeah .,EN2002a
26.44,29.77,A,. Okay . Sounds like you've done some stuff . So,EN2002a
28.43,29.9,D,You better start,EN2002a
29.84,30.57,C,Okay,EN2002a
29.9,29.9,D,.,EN2002a
30.51,30.65,B,Uh,EN2002a
30.57,33.0,C,". Well I've got a browser now , which",EN2002a
32.53,32.71,B,Yeah,EN2002a
