Start,End,Speaker,Speech,meeting
7.81,140.49,B,"Okay . So as you guys know f , ISSCO is too small . Well , the building is too small for our group . So we're moving to a new building . Uh it's gonna be the building across the street . And we're actually moving in three weeks . But the problem is that the administration wants to know who is going to be in what office in the new building and where we're g we're gonna put things like the printer , the fax machine , all the big equipment . And the catch is that they have the final approval of where we put people and equipment . And they want to know where we're gonna do all this by November second . So that means basically next Tuesday . And since we don't really have any other time we have to make these decisions today . What we're getting is nine rooms for a maximum of eighteen people , which is okay , 'cause there's only fifteen of us . And all the rooms have windows luckily , so there's no fights about who gets a window and who doesn't . Um there's two views , either of the old town or the mountains and the rooms have various sizes . There's two three people rooms , five two person rooms which are on the corners of the building , so you actually get windows on two walls , and two one person rooms . That's pretty much what the building looks like . Um and then you have the number of people per room . The courtyard , because we're on the sixth floor , you can't actually go out to it , but it just means that the windows look out onto open space . Um you can see the bathrooms , the elevators are sort of further down the hall . The purple bar at the bottom , sort of on the right is the mail-boxes . All of the windows open , you can get out onto the terrace just like we can in our normal building . And the equipment that we have to put somewhere are like I said the photocopier , which is really big , the fax machine , which is not so big , and the printer , which is relatively big . Each office has a white board , a bulletin board and a coat rack . No cupboards like we have in the current offices , and each person gets their own chair , their own corner desk , so like the n the ones that we have now , um a small filing cabinet with three drawers , and by small I mean they're about that tall",IB4001.
140.05,140.24,C,Mm-hmm .,IB4001.
140.49,203.49,B,", and one sort of hanging shelf . So we don't get the bookcases like we have now , but just one shelf that's attached to the wall . And the people that we have to place , uh you can see the list there along with their position and the project that they work on . And I guess the question the first question is how we want to organise people . Whether we want to do it by rank , or by project , or I don't know , put all the P_H_D_ students together , all the professors together , that sort of thing . So the idea is that we come up with a plan . there's another group who's gonna be working on the same plan later this week . And then Andre and I have to do presentations for the university administrators on the second . So we have to come up with a plan , possibly , if we have time , a presentation , a quick presentation with arguments for why we think our plan works best . Okay ?",IB4001.
204.12,204.59,C,Alright,IB4001.
204.23,204.53,A,Mm-hmm .,IB4001.
204.59,204.59,C,.,IB4001.
205.9,213.29,B,"So , anyone have any ideas or I guess",IB4001.
214.12,226.67,A,Uh do we know if there will be a lot of people coming across the hall in terms of security stuff if we can I mean my idea is to put the photocopier and the fax in the hall .,IB4001.
226.8,229.26,B,Yeah . Um,IB4001.
227.61,228.32,A,Um .,IB4001.
229.26,233.23,B,I think it's the security is sort of the same as it is in the current building . So,IB4001.
232.78,233.13,A,Okay .,IB4001.
233.23,235.41,B,as long as the things are physically attached to the wall,IB4001.
235.25,235.55,A,Mm,IB4001.
235.41,235.62,B,", so they",IB4001.
235.55,235.55,A,.,IB4001.
235.62,236.0,B,can't be,IB4001.
235.99,236.12,C,We,IB4001.
236.0,237.1,B,removed,IB4001.
236.12,236.87,C,can put it,IB4001.
236.84,237.45,A,Okay,IB4001.
236.87,237.17,C,. Mm-hmm,IB4001.
237.1,237.28,B,", then",IB4001.
237.17,237.17,C,.,IB4001.
237.28,237.54,B,it should,IB4001.
237.45,237.45,A,.,IB4001.
237.54,238.77,B,be okay to leave them in the hall,IB4001.
238.5,238.82,A,Okay,IB4001.
238.77,238.77,B,.,IB4001.
238.82,238.82,A,.,IB4001.
243.28,244.3,B,It's just a question of whether,IB4001.
244.29,244.53,A,Mm,IB4001.
244.3,244.94,B,you are printing,IB4001.
244.53,244.53,A,.,IB4001.
244.94,246.69,B,sensitive documents or,IB4001.
246.25,246.46,C,Mm,IB4001.
246.44,247.22,A,Mm,IB4001.
246.46,246.46,C,.,IB4001.
246.69,247.23,B,n whatever,IB4001.
247.22,247.47,A,yeah,IB4001.
247.23,247.23,B,.,IB4001.
247.47,247.47,A,.,IB4001.
249.38,251.68,D,So we only get one printer for fifteen people ?,IB4001.
252.48,261.85,B,Um well we get one sort of networked printer and then I think some of us have personal printers . I think Susan has a personal,IB4001.
261.57,261.87,A,Yeah,IB4001.
261.85,262.6,B,printer,IB4001.
261.87,261.87,A,.,IB4001.
262.6,264.74,B,", Gisella has one maybe .",IB4001.
265.28,265.94,A,Yeah,IB4001.
265.89,265.95,B,I,IB4001.
265.94,266.07,A,", and",IB4001.
265.95,266.12,B,can't,IB4001.
266.07,266.3,A,that's,IB4001.
266.12,266.38,B,remember,IB4001.
266.3,266.45,A,it,IB4001.
266.38,266.51,B,who,IB4001.
266.45,266.45,A,.,IB4001.
266.51,268.98,B,else . Yeah . But no-one else gets,IB4001.
268.82,269.02,A,Mm,IB4001.
268.98,269.15,B,their,IB4001.
269.02,269.02,A,.,IB4001.
269.15,272.76,B,own printer . In terms of equipment it's sort of the same thing as we have,IB4001.
272.38,272.77,A,Mm-hmm,IB4001.
272.76,273.18,B,now,IB4001.
272.77,272.77,A,.,IB4001.
273.18,288.78,B,. Um . So what I'd propose is that we sort of discuss various concepts without getting into specifics,IB4001.
288.24,288.62,A,Mm .,IB4001.
