Start,End,Speaker,Speech,meeting
0.08,1.08,C,"Uh , making",ES2005a
0.75,1.12,A,Alright so,ES2005a
1.08,1.17,C,a,ES2005a
1.12,1.38,A,twenty,ES2005a
1.17,1.62,C,profit,ES2005a
1.38,1.61,A,five .,ES2005a
1.62,4.8,C,of fifty million Euros,ES2005a
4.08,4.59,D,Mm 'kay .,ES2005a
4.8,5.51,C,". So , it's",ES2005a
5.43,5.69,A,So yeah,ES2005a
5.51,5.76,C,go,ES2005a
5.69,5.87,A,", I've",ES2005a
5.76,6.94,C,gonna have to be be pretty damn,ES2005a
6.79,7.33,A,The only,ES2005a
6.94,8.73,C,trendy,ES2005a
7.33,8.98,A,the only remote controls I've used,ES2005a
8.73,8.73,C,.,ES2005a
8.98,11.07,A,"usually come with the television , and",ES2005a
10.96,11.75,C,Yeah,ES2005a
11.07,11.42,A,they're,ES2005a
11.3,11.57,D,Mm-hmm,ES2005a
11.42,11.77,A,fairly,ES2005a
11.57,11.57,D,.,ES2005a
11.75,12.09,C,. Yeah,ES2005a
11.77,13.19,A,basic,ES2005a
12.09,12.09,C,.,ES2005a
13.19,16.0,A,. So uh,ES2005a
13.78,20.42,C,"Yeah , I was thinking that as well , I think the the only ones that I've seen that you buy are the sort of one for all type things",ES2005a
20.18,20.43,D,Yeah,ES2005a
20.42,20.55,C,where,ES2005a
20.43,21.22,D,the universal,ES2005a
20.55,21.45,C,they're,ES2005a
21.22,21.81,D,ones,ES2005a
21.45,22.49,C,", yeah",ES2005a
21.72,22.14,A,Mm,ES2005a
21.81,22.27,D,. Yeah,ES2005a
22.14,22.14,A,.,ES2005a
22.27,22.27,D,.,ES2005a
22.49,24.97,C,. So presumably that might be an idea to,ES2005a
25.54,26.25,A,But but,ES2005a
26.18,26.28,C,put,ES2005a
26.25,26.35,A,to,ES2005a
26.28,26.87,C,into,ES2005a
26.35,26.7,A,sell it,ES2005a
26.66,27.16,B,Slim,ES2005a
26.7,26.9,A,for,ES2005a
