Start,End,Speaker,Speech,meeting
36.42,39.91,D,A lapel is also there,IN1002.
38.72,38.91,A,No .,IN1002.
39.91,39.91,D,.,IN1002.
41.97,42.44,B,Okay .,IN1002.
42.57,43.08,D,Okay .,IN1002.
45.95,48.08,B,"Okay , so should I start ?",IN1002.
49.07,49.44,A,Yep,IN1002.
49.23,49.53,C,Yeah,IN1002.
49.44,49.44,A,.,IN1002.
49.53,49.53,C,.,IN1002.
49.61,49.88,D,Yeah .,IN1002.
49.9,74.25,B,"Okay . So I think it's better to first have a presentation of my work and then we can discuss uh with this crash in temp in temp uh what we can do uh for my future to to continue my research , because apparently I I will have serious problems , okay . So I will start with the presentation of my work .",IN1002.
74.91,76.96,A,Uh you can be sitting here itself and,IN1002.
76.61,77.2,B,Mm,IN1002.
76.82,77.03,D,Yeah,IN1002.
76.96,77.1,A,do,IN1002.
77.03,77.03,D,.,IN1002.
77.1,77.21,A,the,IN1002.
77.2,77.2,B,.,IN1002.
77.21,77.82,A,presentation .,IN1002.
78.52,79.92,B,Okay . I start,IN1002.
79.69,80.17,D,"Yeah , that's",IN1002.
79.92,80.18,B,like,IN1002.
80.17,80.71,D,better,IN1002.
80.18,82.12,B,this then,IN1002.
80.71,80.71,D,.,IN1002.
82.12,486.06,B,". Okay , so it's uh my g work is generally about uh using posteriors in uh speech recognition systems and uh somehow enhancing the estimation of posteriors , getting new posteriors which are havi which are more informative by somehow integrating some extra knowledge like uh prior knowledge and contextual information related to the problem and then use this posterior estimation uh uh method uh for designing hierarchical uh speech recognition system . So in this hierarchical arg architecture I will be able to uh integrate the extra knowledge at the proper level of hierarchy , and I will be al also uh able to uh combine different kind of uh knowledge or sources uh sources of knowledge I have . Uh well as you know uh generally posteriors are estimated using uh neural networks and more specifically M_L_P_s in a speech recognition system , so uh time limited window of a speech signal is uh represented by some cepstral features , which are then processed by an M_L_P_ and it gives us some evidence as in the form of pos phone posteriors . Then we use these phone posteriors as features or as scores for for either just decoding or d uh uh n d training and inference training and then decoding . Uh but we know that uh in this uh in this case we are not able to integrate contextual information uh uh line contextual information , and we are not able to integrate the prior knowledge we can have about phone use or about uh words in the posterior estimation , so the main motivation is to see if we can integrate this kind of extra knowledge in the posterior estimation . So what is proposed to solve this problem is to use a uh what we formally use in H_M_M_ formalism , which is called gamma uh state posterior . Uh i uh as a posterior for uh training uh or decoding , so it's uh well as you know it's a state posterior probablility in a H_M_M_ , which is defined as the probability of being in a specific H_M_M_ state at a specific time , having the whole observation sequence and the model . So whole observation sequence means having complete contextual information and the mod uh and the model can encode some kind of prior knowledge for us by means of uh topological constraints . Uh well you know it's uh this gam uh gamma posterior is written in terms of forward and backward H_M_M_ recursions , and actually one way to use this uh gamma posteriors is uh using these posteriors as some kind of newer scores for decoding . So in this case it will be uh similar to hybrid method . Um the the difference is that we do one more step , uh maybe I can explain it better there . So we do one more step here , and we uh here by means of another H_M_M_ we introduce some kind of uh prior knowledge and contextual information , we get better evidences than what i we initially had here , and then we do the uh decoding and the and s more informative posteriors uh uh instead of this one . So we are expecting to uh the system to perform better and more robust to noisy cases . Here you see uh some results uh and how uh how what is the effect of introducing uh reasonable prior knowledge , so different uh rows in this table are showing different level of noise and also clean speech , and different columns are showing different kind of posteriors or gamma posteriors . So uh the the first column is showing the uh our baseline system , which is getting estimate of posteriors out of M_L_P_ uh and then d using these posteriors for decoding . And the other columns are showing the performance of uh different kind of gamma , so uh gamma which is estimated using uh information about minimum duration of phonemes , about possible transition between phonemes and some kind some uh more prior knowledge like uh which wo like uh which word is composed of which phonemes and uh g uh gram grammatical knowledge ab uh about transition between words and things like this . So as you see , introducing more reasonable prior knowledge um will h help to have better performance in almo in almost all the cases . And here I compare the performance of the gamma base system with the standard H_M_M_ G_M_M_ system , which is based on uh doing decoding uh using uh likelihood as the scores , and the difference is that our system use uh is using posteriors for decoding , so as you see s uh it's working uh better than the standard H_M_M_ G_M_M_ system . And finally the conclusion is uh he here we saw how we can get uh some more informative posteriors by introducing extra knowledge like prior and contextual information , and then using this uh uh p posterior estimation method to design hierarchical uh speech recognition system which we're which which the goal is to have a better , more efficient and more robust system . So if you want now we can discuss about um uh the crash and the loss of data , so uh well I lost all the posteriors I was I uh I used as input uh for my system , so the gamma are somehow estimated or computed on top of posteriors . And now I don't have any posterior and uh probably the scripts generating that posterior , so what I can do okay .",IN1002.
486.73,490.24,D,"Uh you go to the table , you have there like the big table",IN1002.
490.11,490.45,B,Okay,IN1002.
490.24,490.65,D,", you told",IN1002.
490.45,490.45,B,.,IN1002.
490.65,492.06,D,and then we can discuss .,IN1002.
494.24,494.43,B,Okay .,IN1002.
494.48,499.16,D,"So which I think I have all the gammas , no ? Especially gamma full models I have .",IN1002.
500.66,505.05,B,"Gamma full model , but uh what about other ones and what about the f posterior",IN1002.
504.96,505.08,D,Yeah,IN1002.
505.05,505.91,B,", because",IN1002.
505.08,505.96,D,", posteriors",IN1002.
505.91,515.68,B,"because I I uh you know , I cannot uh stop my resea I I may do something else , you know , in future with this uh and well I need posteriors to",IN1002.
515.37,519.63,A,Now you need the different method from how from gammas you can generate the,IN1002.
519.59,519.88,D,And,IN1002.
519.63,521.1,A,posteriors,IN1002.
519.88,521.78,D,posteriors,IN1002.
521.1,521.1,A,.,IN1002.
521.78,521.96,D,. Even,IN1002.
521.87,522.71,B,Yeah,IN1002.
521.96,522.92,D,you have those three,IN1002.
522.71,522.71,B,.,IN1002.
522.92,525.21,D,"state perform gammas also , you have all these",IN1002.
525.61,529.64,B,"Uh no no , I don't have them there were all under temp . You",IN1002.
529.62,529.92,D,Huh,IN1002.
529.64,530.04,B,you,IN1002.
529.92,529.92,D,.,IN1002.
530.04,532.39,B,we have that because you uh stored them,IN1002.
532.06,532.47,D,Ah,IN1002.
532.39,532.39,B,.,IN1002.
532.47,532.69,D,okay .,IN1002.
532.71,533.18,A,Okay,IN1002.
532.95,533.23,B,So,IN1002.
533.18,533.18,A,.,IN1002.
533.23,533.23,B,.,IN1002.
533.85,535.05,D,"So now yeah , now you can",IN1002.
535.04,535.35,C,Yeah,IN1002.
535.05,535.64,D,write another,IN1002.
535.35,535.67,C,", you can",IN1002.
535.64,536.04,D,paper,IN1002.
535.67,536.06,C,go back,IN1002.
