Start,End,Speaker,Speech,meeting
21.74,25.07,C,"And it's always the other way around , that's how you put it on .",IN1012.
26.45,26.8,B,Okay .,IN1012.
34.53,40.82,C,I think the the most of the bad words are at the beginning when the people try to put,IN1012.
40.63,40.95,D,At this,IN1012.
40.82,41.02,C,in,IN1012.
40.95,41.37,D,precise,IN1012.
41.02,42.06,C,on,IN1012.
41.37,42.72,D,"time , yeah",IN1012.
42.06,42.06,C,.,IN1012.
42.72,42.72,D,.,IN1012.
47.22,48.12,B,So you start,IN1012.
47.65,48.07,A,Okay .,IN1012.
48.12,50.03,B,"I think , right ?",IN1012.
50.91,53.46,A,"Hmm so we all attended Interspeech , no ?",IN1012.
54.62,58.71,B,"Yeah , so we are going to talk about the papers from Interspeech",IN1012.
57.92,58.37,A,So how,IN1012.
58.24,58.62,C,Huh,IN1012.
58.37,59.32,A,many sessions,IN1012.
58.62,58.62,C,.,IN1012.
58.71,59.61,B,. This,IN1012.
59.32,64.48,A,you attended,IN1012.
59.61,61.52,B,is not a,IN1012.
60.94,61.45,C,Whoo .,IN1012.
61.52,64.79,B,"good question , I think",IN1012.
64.48,64.87,A,? I mean did,IN1012.
64.79,65.02,B,. All,IN1012.
64.87,65.07,A,you,IN1012.
65.02,65.12,B,of,IN1012.
65.07,65.32,A,attend,IN1012.
65.12,65.44,B,"them , of",IN1012.
65.32,65.55,A,any,IN1012.
65.44,66.35,B,course,IN1012.
65.55,66.49,A,any session,IN1012.
66.35,66.57,B,. All,IN1012.
66.49,66.49,A,?,IN1012.
66.57,68.65,B,"of them , of course .",IN1012.
68.78,71.35,D,Uh you can't attend multiple session at the same,IN1012.
71.34,72.49,A,Yeah,IN1012.
71.35,72.32,D,"time , so .",IN1012.
72.49,72.74,A,. That's,IN1012.
72.58,72.99,B,Oh yeah,IN1012.
72.74,73.87,A,really,IN1012.
72.99,73.65,B,", that's true .",IN1012.
73.87,80.88,A,that's really your,IN1012.
74.38,75.71,C,"Ah , I cannot put",IN1012.
75.19,76.33,B,Okay,IN1012.
75.71,75.91,C,it .,IN1012.
76.33,78.27,B,". Bad answer , right ?",IN1012.
80.88,89.18,A,So any general impression or feedback ? So f for any of you it's a first conference or,IN1012.
89.09,89.21,C,Oh,IN1012.
89.18,89.44,A,maybe,IN1012.
89.21,89.58,C,no no,IN1012.
89.44,90.12,A,for,IN1012.
89.58,90.14,C,", not at",IN1012.
90.12,90.75,A,? No,IN1012.
90.14,90.49,C,all .,IN1012.
90.75,92.99,A,", I mean in the sense that it's uh",IN1012.
92.94,93.4,B,Like,IN1012.
92.99,95.79,A,Interspeech is really big conference for speech,IN1012.
95.44,95.81,B,Yeah,IN1012.
95.79,96.42,A,", so",IN1012.
95.81,96.62,B,", I it's not every",IN1012.
96.42,96.65,A,did you,IN1012.
96.62,96.87,B,year,IN1012.
96.65,97.04,A,attend,IN1012.
96.87,97.18,B,", right",IN1012.
97.04,97.66,A,before,IN1012.
97.18,97.18,B,.,IN1012.
97.66,97.66,A,?,IN1012.
98.1,100.03,C,"Well Geneva , that's why I'm here at IDIAP",IN1012.
99.87,100.1,A,Uh,IN1012.
100.03,100.32,C,", because",IN1012.
100.1,100.33,A,", ok",IN1012.
100.32,100.54,C,I,IN1012.
100.33,100.72,A,ok,IN1012.
100.54,101.09,C,attended,IN1012.
100.72,101.91,A,"yeah , o",IN1012.
101.09,102.26,C,Geneva Eurospeech,IN1012.
101.91,103.18,A,ok,IN1012.
102.26,102.26,C,.,IN1012.
102.87,103.12,D,Hmm .,IN1012.
103.18,106.89,A,"yeah , so then you're hiding a you have attended before",IN1012.
106.45,107.2,B,"Yeah , we met",IN1012.
106.89,107.53,A,yes,IN1012.
