Start,End,Speaker,Speech,meeting
36.6,39.18,A,Okay . Good morning everybody,IS1004a
38.38,38.87,C,Good morning .,IS1004a
39.18,40.85,A,". Oh , everybody is not ready .",IS1004a
41.21,44.87,B,Uh almost . Ready,IS1004a
43.88,45.05,A,Alright,IS1004a
44.87,44.87,B,.,IS1004a
45.05,64.26,A,". Okay , let's go . So , we're here today to to have our first kick-off meeting about uh this new project we're going to tak to talk about in a few minutes . Um so I will be uh Sebastian the Project Manager . Um you are the",IS1004a
64.03,66.7,B,I'm uh Michael . I'm the user interface designer .,IS1004a
66.88,67.31,A,Okay .,IS1004a
67.69,70.08,D,Hi I'm Guillermo . I'm the Marketing Expert .,IS1004a
70.82,73.08,C,"And I am Hemant , the industrial designer .",IS1004a
73.27,187.96,A,"Okay , very good . Thanks for being here . Um so let's have a look to the the agenda . So , we are going to go through this agenda uh and mainly first to uh to make to to be used to the tools uh available in this nice and smart meeting room we have here . Um then we'll go to uh the plans for project and have general discussions about it . So , the goal of this project is to uh developed a new remote control . Um it should be original , trendy , and also user friendly . As usual we will follow the the project method um that we are using in the in our company . It is in three step as you know . First the functional design . The second's a conceptual design , and then the detailed design . During each step uh of each design we wi you will work uh s separately , individually on uh your specific tasks and will m we will meet to um to discuss and take decisions about uh what you've you've you did and what uh we will do next . So first , we have to to train ourself with all the um the tools availables in the in this nice meeting room and uh particularly the the white board so uh we are going to go through the white board and take some um s some notes or do some drawings . So who want to start ?",IS1004a
191.76,192.13,B,Ah well,IS1004a
191.98,193.22,A,Mister,IS1004a
192.13,193.41,B,"if no one else wants to , yeah",IS1004a
193.22,193.22,A,.,IS1004a
193.41,202.6,B,". Okay so , want me to draw my favourite animal . Let's see .",IS1004a
216.28,221.07,B,"Well , I don't really have a favourite animal , but um uh",IS1004a
220.53,221.26,A,You have one in mind,IS1004a
221.07,221.52,B,I think,IS1004a
221.26,221.26,A,?,IS1004a
221.52,236.83,B,"I have one in mind , so uh I'm gonna about the uh spider because you can actually draw it pretty well in the corner of a white board . The spider has a spider lives in a web",IS1004a
242.65,292.16,B,"and uh it has eight legs , and uh it can move all about the web in two dimensions . Unless it's a three dimensional web which y they have sometimes . There are some spiders that live in like that have like uh kind of a a big ball of a of a web . And uh the other thing is some spiders can actually uh fly like uh they have uh they let out like uh a stream of like the web building material but it's it acts like a parachute so they can actually kind of go and find new uh build a new web somewhere else . So I think they did this in uh in Charlotte's Web that movie that little uh well it's actually a book first but uh um at the end all the the spiders kinda flew away . So",IS1004a
291.67,292.32,A,Okay,IS1004a
292.16,292.45,B,", that's",IS1004a
292.32,293.11,A,. Th,IS1004a
292.45,293.34,B,my animal,IS1004a
293.11,293.81,A,thank you,IS1004a
293.34,293.34,B,.,IS1004a
293.81,299.34,A,. Very interesting . Guillermo you want to ?,IS1004a
301.92,314.15,D,"'kay I dunno why , but when I was a child I I wanted to be a a panther not a pink panther",IS1004a
313.89,314.25,C,But don't,IS1004a
314.15,314.27,D,", or",IS1004a
314.25,314.39,C,you,IS1004a
314.27,314.55,D,maybe,IS1004a
314.39,314.57,C,think,IS1004a
314.55,315.0,D,yes,IS1004a
314.57,315.39,C,it's very difficult,IS1004a
315.0,315.0,D,.,IS1004a
315.39,316.35,C,to draw a panther ?,IS1004a
317.12,318.36,D,Uh yeah yeah,IS1004a
318.19,318.5,C,So bad,IS1004a
318.35,318.89,A,It,IS1004a
318.36,318.36,D,.,IS1004a
318.5,319.03,C,I don't like,IS1004a
318.89,319.11,A,would be,IS1004a
319.03,319.22,C,it,IS1004a
319.11,319.33,A,very,IS1004a
319.22,319.22,C,.,IS1004a
319.33,324.66,A,funny for us . Oh .,IS1004a
337.46,339.55,D,Okay it's a friendly panther .,IS1004a
340.84,342.4,B,Maybe it's happy 'cause it just ate someone .,IS1004a
343.59,411.99,D,"Yeah maybe . Um . Actually , honestly I I I dunno what's what's his it's be behaviour , I dunno if if it's the male who who hunts or it's the female uh , I I I have watched that lions di didn't hunt it's the the female lions who who hunt , so but I like it because it's fast , and it's black as well , so it can he it can hide itself very easily and it's it's it looks like um powerful , strong , uh I dunno . I I watch a a film about a black panther when I was a child and I was in that age when everything was shocking me a lot",IS1004a
411.42,412.0,A,Okay . Thank,IS1004a
411.99,412.38,D,. Okay,IS1004a
412.0,412.62,A,you,IS1004a
412.38,412.38,D,.,IS1004a
412.62,414.54,A,. Hemant,IS1004a
413.09,414.33,C,Um sure .,IS1004a
414.54,414.54,A,.,IS1004a
426.51,430.71,B,So you don't like pink panthers,IS1004a
428.99,430.71,D,I like it .,IS1004a
430.71,430.71,B,?,IS1004a
446.85,507.67,C,"Oh yeah . Thanks . This lapel is coming out once in a while . It's not very strong . Okay . So , not the favourite animal , but I think I'll draw elephant . I'll try to draw elephant . It's a problem . Okay , thanks . Okay so , elephant goes like this , and then it has four feet . I don't know whether there's any dist there should be any distance or not , but I think this is the easiest . And then we have it's trunk . And yep something like this . An eye , cute . Yeah , so",IS1004a
508.04,512.1,A,Poor elephant,IS1004a
511.53,512.17,C,and,IS1004a
512.1,512.1,A,.,IS1004a
512.17,569.98,C,"sometimes they have a hump . It seems that uh elephants are pretty friendly and they they have one very important way a different way of walking . So when they walk , wherever they are going to put their first feet , the second feet will always be . When they'll come to that position the second , the third feet will be there . That's the way they walk . And that's very peculiar about them . None of the other animals walk like this . And they are very useful to human beings . At least few few hundred years ago when there was no means of transportations or something , or when they had to carry huge um loads from one place to another , elephants were very useful . And they are found in um usually the warm countries . And um they are the biggest terrestrial animal . That's what I know about them . So , that's what I wanted to tell about",IS1004a
569.85,570.05,B,So,IS1004a
569.98,570.48,C,elephants,IS1004a
570.05,571.05,B,is this uh,IS1004a
570.48,570.48,C,.,IS1004a
571.05,572.97,B,"an Indian or an African elephant , 'cause you haven't drawn",IS1004a
572.9,573.06,C,There,IS1004a
572.97,573.14,B,the,IS1004a
573.06,573.25,C,are,IS1004a
573.14,573.46,B,ears,IS1004a
573.25,573.71,C,two kind,IS1004a
573.46,573.46,B,?,IS1004a
573.71,596.09,C,"of uh yeah , they are very different , Indian and African elephants . So Indian elephant is having one bump , I think , and the African have two . And then there's a difference in the trunk of the animals , these elephants who are Indian and So at some for some elephants it's the trunk is having one Do we have some message there ?",IS1004a
596.53,598.49,A,Yes . We have to I,IS1004a
598.4,598.66,C,Wind,IS1004a
598.49,598.69,A,have,IS1004a
598.66,599.64,C,up,IS1004a
598.69,599.78,A,"to catch you , sorry",IS1004a
