Start,End,Speaker,Speech,meeting
42.37,42.77,B,Hmm .,IS1007a
72.45,74.15,A,Good morning everybody .,IS1007a
74.58,77.19,C,Good morning,IS1007a
75.16,75.7,D,Good morning .,IS1007a
76.38,77.15,B,Good morning .,IS1007a
77.19,77.19,C,.,IS1007a
77.65,115.63,A,"So , we are asked to to make uh uh a new remote control for television . And the characteristics of this new remote control should be original and trendy and of course user user friendly . So people can can use it without any any problem .",IS1007a
127.844,127.844,A,.,IS1007a
134.64,135.53,A,I don't know .,IS1007a
138.3,142.82,C,"Well , I think we should set the the points to to drive the",IS1007a
142.78,143.1,B,Mm,IS1007a
142.82,143.62,C,project,IS1007a
143.1,143.1,B,.,IS1007a
143.62,144.24,C,and uh,IS1007a
144.05,146.21,B,B did you send us an email about this ?,IS1007a
146.86,149.76,A,"Uh , not yet , but",IS1007a
149.75,149.95,B,Yeah,IS1007a
149.76,150.01,A,if you,IS1007a
149.95,150.2,B,", we",IS1007a
150.01,150.57,A,want,IS1007a
150.2,154.83,B,we received an email about this uh d designs,IS1007a
154.52,155.34,A,Do you want,IS1007a
154.83,154.83,B,.,IS1007a
155.34,157.04,A,do you want me to send you a mail ?,IS1007a
158.74,159.14,B,Ah it's,IS1007a
158.96,159.33,A,Or,IS1007a
159.14,162.45,B,Okay,IS1007a
161.79,162.47,D,Or you can put it,IS1007a
162.45,162.45,B,.,IS1007a
162.47,164.14,D,in the shared folder,IS1007a
164.1,164.36,B,Yeah,IS1007a
164.14,164.14,D,.,IS1007a
164.36,169.47,B,", you see the email ? You email . The v very no , no the",IS1007a
167.98,168.96,D,"No , I didn't get it .",IS1007a
169.47,170.79,B,first one . It's inside .,IS1007a
171.54,172.14,A,Uh,IS1007a
172.64,173.57,D,This one,IS1007a
173.32,174.17,B,No,IS1007a
173.57,173.88,D,. No .,IS1007a
174.17,178.51,B,", no . The third one . Oh , you didn't get anything .",IS1007a
179.43,180.1,D,"No , .",IS1007a
180.46,187.37,B,It's strange . Mm . I got an email about,IS1007a
187.271,187.271,A,.,IS1007a
187.37,190.33,B,the dis about the discussion . Yeah .,IS1007a
191.27,194.88,A,You get email,IS1007a
192.79,195.37,B,I dunno from who,IS1007a
193.92,194.91,C,"Yeah , from the account",IS1007a
194.88,194.88,A,", .",IS1007a
194.91,195.5,C,manager,IS1007a
195.37,195.52,B,. From,IS1007a
195.5,195.5,C,.,IS1007a
195.52,198.31,B,"the account manager . You have received the same email , right",IS1007a
197.53,197.81,C,Yeah .,IS1007a
198.31,198.62,B,? Yeah .,IS1007a
199.22,204.35,D,I think it's for your guys to how to design it all the aspects so you need,IS1007a
204.31,204.66,B,Yeah,IS1007a
204.35,205.21,D,that information,IS1007a
204.66,204.66,B,.,IS1007a
205.21,205.21,D,.,IS1007a
205.5,206.29,C,"Yeah , I think so .",IS1007a
206.79,208.78,B,"Yeah , so each of us has a role to do",IS1007a
208.76,209.71,D,Yeah,IS1007a
208.78,208.78,B,.,IS1007a
209.44,209.65,A,S,IS1007a
209.71,210.44,D,I think,IS1007a
210.23,210.91,B,In each,IS1007a
210.44,212.18,D,assign your uh roles .,IS1007a
212.18,212.53,B,We already,IS1007a
212.39,212.6,A,For,IS1007a
212.53,212.72,B,have,IS1007a
212.6,213.02,A,each,IS1007a
212.72,213.17,B,our role,IS1007a
213.02,213.26,A,for,IS1007a
213.17,213.17,B,.,IS1007a
213.26,213.35,A,each,IS1007a
213.29,213.52,D,For,IS1007a
213.35,213.88,A,one,IS1007a
213.52,214.33,D,each person,IS1007a
213.88,213.88,A,.,IS1007a
214.33,214.56,D,", yeah .",IS1007a
215.3,215.93,B,"'Kay , we can",IS1007a
216.28,217.11,A,So there are so we,IS1007a
217.09,217.22,B,So,IS1007a
217.11,217.26,A,have,IS1007a
217.22,217.37,B,there,IS1007a
217.26,218.28,A,three,IS1007a
217.37,218.94,B,are three kinds of designs,IS1007a
218.28,219.02,A,f yeah,IS1007a
218.94,219.16,B,", that's",IS1007a
219.02,219.27,A,. We have,IS1007a
219.16,219.36,B,all,IS1007a
219.27,219.8,A,functional,IS1007a
219.36,219.36,B,.,IS1007a
219.8,222.3,A,"design , conceptual design , and",IS1007a
221.92,223.26,B,Okay,IS1007a
222.3,223.31,A,detail design,IS1007a
223.26,223.72,B,", alright",IS1007a
223.31,223.31,A,.,IS1007a
223.72,223.72,B,.,IS1007a
224.21,230.62,A,"So , who will be the the responsible for the functional design ? Any any volunteer ?",IS1007a
231.37,236.77,C,I think our uh responsibilities will be assigned when we in our mail we received,IS1007a
236.62,237.52,B,Yeah,IS1007a
236.77,237.97,C,from the account manager,IS1007a
237.52,237.77,B,", yeah .",IS1007a
237.97,239.61,C,. Uh,IS1007a
239.88,240.81,B,I'm doing the interface .,IS1007a
241.58,242.12,A,You are doing th,IS1007a
242.21,245.3,C,"No , I'm doing the interface",IS1007a
244.346,244.346,A,.,IS1007a
245.3,245.3,C,.,IS1007a
246.26,247.2,B,Are you using the you are doing,IS1007a
247.05,247.39,C,Yeah,IS1007a
247.2,248.35,B,the in,IS1007a
247.39,260.48,C,"I I'm I'm Well , maybe we have okay so I industrial design . It was a little confusion about my",IS1007a
260.48,261.1,B,Ah,IS1007a
260.48,261.39,C,uh but it's alright .,IS1007a
262.28,262.64,B,Okay,IS1007a
262.44,262.71,A,Okay,IS1007a
262.64,262.64,B,.,IS1007a
262.71,265.04,A,", I'll for industrial design",IS1007a
264.72,264.94,C,Yeah .,IS1007a
265.04,273.53,A,. Okay . And and you Norman ?,IS1007a
274.3,278.9,B,Mm ? Um working on i .,IS1007a
279.12,279.26,C,User .,IS1007a
279.68,282.43,B,User interface .,IS1007a
286.61,287.52,A,And,IS1007a
295.89,296.24,A,And,IS1007a
297.95,301.92,D,"Uh , I'm into marketing",IS1007a
300.74,301.87,A,doing the marketing .,IS1007a
301.92,303.98,D,. yeah nothing much in the project .,IS1007a
305.59,307.06,A,Nothing related here to the,IS1007a
307.27,309.75,D,Marketing in this design . A design,IS1007a
309.61,309.95,B,Yes,IS1007a
309.75,310.35,D,is basically,IS1007a
309.95,309.95,B,.,IS1007a
310.35,312.45,D,for industrial design and the user interface .,IS1007a
318.29,327.36,B,"You see the second mail ? Yeah , it's inside . Go down . Appendix .",IS1007a
328.09,329.33,D,"Yeah , this is",IS1007a
328.67,329.45,B,See there's a role for,IS1007a
329.33,329.33,D,.,IS1007a
329.45,330.06,B,everybody .,IS1007a
330.3,331.73,D,"Yeah , that's right , first",IS1007a
331.41,331.84,B,Even for,IS1007a
331.73,331.73,D,.,IS1007a
331.84,332.46,B,the marketing .,IS1007a
334.4,335.57,D,us user define,IS1007a
335.48,337.54,A,Next,IS1007a
335.57,335.57,D,.,IS1007a
335.58,337.68,B,"But look at your role , your marketing",IS1007a
337.54,337.54,A,.,IS1007a
337.68,337.95,B,role .,IS1007a
342.97,344.08,D,There's a trend watching,IS1007a
343.86,344.35,A,I don't,IS1007a
344.08,344.08,D,.,IS1007a
344.16,344.66,B,Yeah,IS1007a
344.35,346.27,A,know,IS1007a
344.66,345.97,B,", that's your role .",IS1007a
346.27,347.23,A,. I,IS1007a
346.29,348.39,C,"Well , I think",IS1007a
347.23,347.23,A,.,IS1007a
348.39,355.79,C,we can have a little discussion about what has to be done and what are your ideas,IS1007a
355.51,355.79,A,About,IS1007a
355.79,356.17,C,about,IS1007a
355.79,356.43,A,the design,IS1007a
356.17,356.49,C,the,IS1007a
356.43,360.21,A,"or Maybe we'll discuss this later , no ?",IS1007a
364.63,370.13,C,"Well , w we want to have a new re remote control for for T_V_ distribution I guess .",IS1007a
371.27,371.54,A,Mm-hmm .,IS1007a
371.93,376.6,C,So we have to plan how how it would,IS1007a
376.45,376.68,D,Yeah,IS1007a
376.6,376.96,C,be,IS1007a
376.68,376.68,D,.,IS1007a
376.7,376.99,B,Mm,IS1007a
376.96,377.48,C,developed,IS1007a
376.99,376.99,B,.,IS1007a
377.48,381.02,C,and uh how we can make it work .,IS1007a
381.65,381.98,B,Yes .,IS1007a
382.32,389.71,D,I mean working remotes we already have . This will be something different from the other remotes remote controls .,IS1007a
390.66,390.86,C,Yeah,IS1007a
390.8,390.96,A,What,IS1007a
390.86,390.97,C,", I",IS1007a
390.96,391.89,A,we,IS1007a
390.97,391.59,C,dunno I,IS1007a
391.89,400.83,A,we have to keep in mind the these characteristics . And of course it should not be very costly .,IS1007a
401.24,401.95,D,"Yeah , that's right",IS1007a
401.92,402.21,A,So,IS1007a
401.95,401.95,D,.,IS1007a
404.8,405.07,C,Yeah .,IS1007a
405.96,406.28,B,Mm-hmm .,IS1007a
408.43,419.91,C,"Well I I think that Norman and I would think about um the technical points and um we should discuss it in the next meeting , or",IS1007a
421.12,424.39,B,Need to collect information,IS1007a
422.76,423.67,C,Yeah .,IS1007a
424.39,424.39,B,.,IS1007a
425.18,426.86,A,About the about what ?,IS1007a
427.46,446.05,B,"Um . I I'm part of design , perhaps . Uh , what is most important in a in a remote control ? What is the most important function aspect ? Uh .",IS1007a
446.77,451.77,A,You mean the external or,IS1007a
451.94,456.58,C,"Well , you have to make it work . That's",IS1007a
454.64,455.68,A,Yeah of g of,IS1007a
455.56,455.77,B,That's,IS1007a
455.68,456.28,A,course,IS1007a
455.77,456.29,B,alright,IS1007a
456.28,456.28,A,.,IS1007a
456.29,456.29,B,.,IS1007a
456.58,457.63,C,the that's the big,IS1007a
457.35,458.05,B,Yeah,IS1007a
457.63,457.89,C,thing .,IS1007a
458.05,459.39,B,", it should be easy to work with .",IS1007a
459.77,460.13,C,Yeah,IS1007a
459.81,460.64,A,Yeah,IS1007a
460.13,460.13,C,.,IS1007a
460.64,460.64,A,.,IS1007a
460.95,461.37,B,Yeah .,IS1007a
461.76,464.78,C,We can think about an interface with uh well,IS1007a
464.97,475.87,B,Uh . We maybe you can have a speech uh recognition interface . You just tell the television I want which channel . Or,IS1007a
474.71,475.28,A,You won't,IS1007a
475.87,508.34,B,"or you can say for example , um I want uh to list all the programme tonight . Y you know , instead of uh remote control it's doing the some searching for you , so you don't have to look for the channel you want . Just say maybe I just want to press I wanna have a button for all the movies tonight . Or a button for all the magazines , all the information documentary tonight . And then you list a few , and I will choose from the list . So instead of pressing the channel number , I am choosing the programmes directly",IS1007a
508.32,508.58,C,Yeah,IS1007a
508.34,509.64,B,. Yeah,IS1007a
508.58,508.81,C,", yeah .",IS1007a
509.64,512.04,B,", that's one way of uh making it useful",IS1007a
511.73,512.57,A,I,IS1007a
512.04,512.04,B,.,IS1007a
512.57,516.36,A,I think if we include a lot of technology on the remote,IS1007a
515.99,516.79,B,No,IS1007a
516.36,516.81,A,control,IS1007a
516.79,517.78,B,", because",IS1007a
516.81,518.17,A,it will be very costly,IS1007a
517.78,518.56,B,no,IS1007a
518.17,518.17,A,.,IS1007a
518.56,519.14,B,", it's not very",IS1007a
519.04,519.59,A,S,IS1007a
519.14,523.37,B,a lot . Th this information exists . For example you can get um,IS1007a
523.33,526.68,A,Like s uh you you you say we can use speech .,IS1007a
527.54,536.0,B,"You can use uh well for example anything . The the idea of using speech to reduce the button , but uh and it's",IS1007a
535.88,536.06,C,I,IS1007a
536.0,537.6,B,more natural,IS1007a
536.94,537.7,C,I think if you want,IS1007a
537.6,537.9,B,. Yeah,IS1007a
537.7,537.9,C,t,IS1007a
537.9,537.9,B,.,IS1007a
537.9,539.54,C,to choose uh from a list,IS1007a
539.3,539.89,D,I'm a,IS1007a
539.54,540.21,C,of programme,IS1007a
539.89,540.63,D,okay,IS1007a
540.21,540.7,C,or or,IS1007a
540.53,541.78,B,Yeah,IS1007a
540.63,540.63,D,.,IS1007a
540.7,542.01,C,something like that,IS1007a
541.78,542.04,B,. Yeah,IS1007a
542.01,542.27,C,you,IS1007a
542.04,542.04,B,.,IS1007a
542.27,546.31,C,you may have to to use uh w uh I dunno,IS1007a
545.89,550.18,D,I mean the main uh function of remote control is to have something in the hand and,IS1007a
550.02,550.26,A,In the,IS1007a
550.18,550.28,D,we,IS1007a
550.26,550.83,A,hand,IS1007a
550.28,550.98,D,should be very,IS1007a
550.83,550.83,A,.,IS1007a
550.98,553.16,D,careful about the size of the remote control,IS1007a
553.07,553.68,A,Yeah,IS1007a
553.09,553.45,B,Yeah,IS1007a
553.14,553.67,C,Yeah,IS1007a
553.16,553.65,D,. If we are going,IS1007a
553.45,553.45,B,.,IS1007a
553.65,553.76,D,to,IS1007a
553.67,553.67,C,.,IS1007a
553.68,553.68,A,.,IS1007a
553.76,555.44,D,add a speech interface,IS1007a
555.06,555.47,B,Yeah,IS1007a
555.44,555.6,D,", I'm",IS1007a
555.47,555.47,B,.,IS1007a
555.6,559.61,D,not sure with trendy slim size of the remote control,IS1007a
559.57,560.03,B,Yes,IS1007a
559.61,560.43,D,it would be,IS1007a
560.03,560.81,B,", possible",IS1007a
560.43,560.82,D,able to,IS1007a
560.81,560.81,B,.,IS1007a
560.82,567.12,D,put a speech recog if you want to put a speech recognition system f interface for that I think the T_V_ itself could have it .,IS1007a
567.21,568.28,B,Yeah,IS1007a
567.57,567.78,C,Yeah .,IS1007a
568.28,568.42,D,And,IS1007a
568.28,568.64,B,. But,IS1007a
568.42,570.12,D,I could talk to the T_V_ television itself,IS1007a
569.9,570.38,A,Except,IS1007a
570.12,570.4,D,. I need,IS1007a
570.38,570.73,A,if,IS1007a
570.4,570.79,D,not have,IS1007a
570.73,570.86,A,if,IS1007a
570.79,570.99,D,an,IS1007a
570.86,572.3,A,you are far from the T_V_ .,IS1007a
572.41,573.83,B,Yeah,IS1007a
572.93,573.63,D,I mean we have,IS1007a
573.58,574.76,A,This,IS1007a
573.63,574.41,D,some or,IS1007a
573.83,573.83,B,.,IS1007a
574.41,575.13,D,something,IS1007a
574.76,576.31,A,is,IS1007a
574.87,575.88,B,Yeah,IS1007a
575.13,576.11,D,", different technology",IS1007a
575.88,576.12,B,", yeah",IS1007a
576.11,576.25,D,but,IS1007a
576.12,576.41,B,. But,IS1007a
576.31,577.05,A,it's,IS1007a
576.41,588.6,B,"th the main idea I wanted to s I wanted to say is that um there should be a function , instead of choosing the ch T_V_ channel , there's a option you can choose , either T_V_ channels or or",IS1007a
588.32,589.18,C,On the content,IS1007a
588.6,589.27,B,pr or the,IS1007a
589.18,589.18,C,.,IS1007a
589.27,590.02,B,or the contain,IS1007a
589.96,590.38,D,Mm-hmm,IS1007a
590.02,590.38,B,or,IS1007a
590.38,590.83,D,", yeah",IS1007a
590.38,591.06,B,the contents,IS1007a
590.83,590.83,D,.,IS1007a
591.06,592.35,B,of the programme,IS1007a
592.04,592.58,C,"Yeah , yeah",IS1007a
592.35,592.71,B,. So it's,IS1007a
592.58,592.81,C,it's,IS1007a
592.7,593.04,A,Mm-hmm,IS1007a
592.71,592.93,B,more,IS1007a
592.81,592.96,C,it's,IS1007a
592.93,593.66,B,powerful,IS1007a
592.96,593.24,C,a good,IS1007a
593.04,593.04,A,.,IS1007a
593.24,593.66,C,idea it's a,IS1007a
593.66,593.66,B,.,IS1007a
593.66,595.05,C,good idea but,IS1007a
594.29,594.59,B,Yeah .,IS1007a
595.05,600.59,C,I I think that technically it would be um a little bit uh,IS1007a
599.71,600.04,B,No .,IS1007a
600.59,603.58,C,uh more tricky to to achieve this than,IS1007a
603.04,603.76,B,"No , because",IS1007a
603.58,603.85,C,just,IS1007a
603.76,604.13,B,you see,IS1007a
603.85,603.95,C,to,IS1007a
604.13,620.42,B,now all the T_V_ programmes are available on the webs . They they are they are they are available in X_M_L_ format or whatever the format . We don't care . We just say that this are some content . We just want to retrieve the content and then classi sort them by the types of programmes . Some,IS1007a
620.22,620.46,C,Yeah,IS1007a
620.42,620.5,B,of,IS1007a
620.46,620.9,C,yeah,IS1007a
620.5,621.04,B,the websites,IS1007a
620.9,620.9,C,.,IS1007a
621.04,630.07,B,"they already provide this service , so we can just use the service available . Download it uh to the to this remote control . And then there's",IS1007a
630.0,630.46,A,Mm,IS1007a
630.07,630.54,B,there are only,IS1007a
630.46,630.46,A,.,IS1007a
630.54,652.2,B,"six buttons for six categories , or sev seven . The most there are only seven buttons . So I just choose the category one and you reuse the same button , for example to to choose among the the sorted list the programme you want , so you don't have to choose among hundred channels , if you have hundred channels , you just have six buttons , seven buttons .",IS1007a
652.21,655.63,A,Yeah we should also optimise the the number of,IS1007a
655.28,655.51,C,Well,IS1007a
655.38,656.15,B,Yeah,IS1007a
655.51,655.73,C,I,IS1007a
655.63,656.23,A,buttons,IS1007a
655.73,656.18,C,I I I,IS1007a
656.15,657.03,B,", yeah",IS1007a
656.18,656.41,C,think,IS1007a
656.23,656.23,A,.,IS1007a
656.41,657.91,C,that j,IS1007a
656.85,658.03,A,This is,IS1007a
657.03,657.03,B,.,IS1007a
657.91,658.16,C,just,IS1007a
658.03,658.21,A,good,IS1007a
658.16,658.29,C,by,IS1007a
658.21,658.52,A,idea,IS1007a
658.29,658.77,C,using,IS1007a
658.52,658.52,A,.,IS1007a
658.77,663.05,C,navigation buttons and the user interface on the screen,IS1007a
661.99,662.33,B,Yeah .,IS1007a
663.05,666.4,C,we are able to uh navigate uh through the,IS1007a
666.6,668.24,B,"Ah , yes . So",IS1007a
667.58,668.64,C,Well channel programme,IS1007a
668.24,668.24,B,.,IS1007a
668.64,670.51,C,or contents or,IS1007a
669.91,670.19,B,Yeah .,IS1007a
670.51,672.4,C,in an easy way,IS1007a
671.8,672.51,B,"Yeah , so you don't",IS1007a
672.4,672.61,C,", so",IS1007a
672.51,674.87,B,"have to display here , just display on the T_V_ screen",IS1007a
674.62,675.38,C,Yeah,IS1007a
674.87,675.44,B,", right",IS1007a
675.38,675.47,C,in,IS1007a
675.44,675.67,B,? Good,IS1007a
675.47,676.03,C,the dis,IS1007a
675.67,676.56,B,idea,IS1007a
676.03,676.79,C,display on the T_V_,IS1007a
676.56,676.56,B,.,IS1007a
676.79,677.67,C,screen and just,IS1007a
677.57,677.98,B,Okay,IS1007a
677.67,678.39,C,uh,IS1007a
677.98,677.98,B,.,IS1007a
678.39,681.87,C,with the with your remote control would just navigate through the f,IS1007a
682.08,694.86,B,"I think I think that will be revol revolutionary . Because all the T_V_ uh the the remote control have all numbers , lots of buttons and then you dunno what to choose in the end",IS1007a
694.55,695.14,C,"Yeah , yeah",IS1007a
694.86,696.0,B,. Yeah,IS1007a
695.14,696.47,C,. So,IS1007a
696.0,697.05,B,. Alright .,IS1007a
697.38,710.37,C,I think for for the technical points we have to to to check how to gather the data from programme or contents and all this,IS1007a
710.28,710.68,B,Okay,IS1007a
710.37,710.78,C,stuff,IS1007a
710.68,710.68,B,.,IS1007a
711.13,712.96,A,So we have five minutes to,IS1007a
712.92,717.29,B,Ah w w we have sometimes to use the white-board,IS1007a
716.18,717.46,A,Ah you can y you can you,IS1007a
717.29,717.54,B,. Five,IS1007a
717.46,717.68,A,can,IS1007a
717.54,718.65,B,minutes,IS1007a
717.68,718.94,A,use it if you,IS1007a
718.65,718.65,B,.,IS1007a
718.8,719.05,D,And,IS1007a
718.94,719.61,A,so,IS1007a
719.05,719.92,D,another interesting,IS1007a
719.61,720.34,A,", can we",IS1007a
719.92,723.78,D,idea for this would be to have an light adaptation system depending,IS1007a
723.55,724.04,B,Okay,IS1007a
723.78,724.07,D,upon,IS1007a
724.04,724.04,B,.,IS1007a
724.07,725.07,D,the picture of,IS1007a
725.78,726.26,B,Okay .,IS1007a
726.69,731.65,D,"So , I mean , if you're watching a movie and suddenly there is a dark uh",IS1007a
730.6,730.88,B,Yeah .,IS1007a
731.65,732.94,D,"some dark scene , the",IS1007a
732.8,732.94,B,Yeah,IS1007a
732.94,733.24,D,lights,IS1007a
732.94,732.94,B,.,IS1007a
733.15,733.32,A,S,IS1007a
733.24,736.14,D,adapt themself . The lighting in the room changes .,IS1007a
736.15,737.6,B,"Yeah , but we are designing",IS1007a
737.15,740.22,A,You it,IS1007a
737.6,738.72,B,just remote control,IS1007a
738.63,739.02,D,I mean,IS1007a
738.72,738.72,B,.,IS1007a
739.02,740.54,D,", we have a option in the remote control",IS1007a
740.22,740.22,A,.,IS1007a
740.54,742.62,D,". If we want to have that option , you",IS1007a
742.55,743.13,B,Okay,IS1007a
742.62,743.4,D,press that button,IS1007a
743.12,744.01,C,Oh,IS1007a
743.13,743.13,B,.,IS1007a
743.4,744.27,D,in the remote,IS1007a
744.01,744.37,C,right,IS1007a
744.27,744.27,D,.,IS1007a
744.28,745.08,B,Okay,IS1007a
744.37,744.64,C,so,IS1007a
745.08,749.19,B,", do you want to have a conceptual remote control there , or you just want to put the function",IS1007a
748.72,749.43,A,Yeah,IS1007a
749.19,754.41,B,in,IS1007a
749.43,752.17,A,. If if you you you can if you want you can,IS1007a
751.96,752.54,C,"Please , Norman",IS1007a
752.17,752.59,A,use,IS1007a
752.54,752.96,C,", draw",IS1007a
752.59,753.01,A,th,IS1007a
752.96,753.45,C,uh,IS1007a
753.01,753.59,A,the .,IS1007a
754.41,755.36,B,"? Go on , draw something .",IS1007a
761.34,761.56,D,Oh,IS1007a
761.51,761.93,B,Mm,IS1007a
761.56,762.09,D,", I'm afraid",IS1007a
761.93,761.93,B,.,IS1007a
762.09,763.22,D,you forgot to put your lapel .,IS1007a
764.15,764.64,B,Where is it ?,IS1007a
764.95,765.48,D,The lapel .,IS1007a
765.68,766.23,A,Or before,IS1007a
766.0,766.62,B,"Ah , okay",IS1007a
766.23,766.95,A,the,IS1007a
766.62,766.62,B,.,IS1007a
766.95,770.28,A,before the the design that says,IS1007a
769.28,770.49,B,Where where is it ? Here,IS1007a
770.28,770.28,A,.,IS1007a
770.49,770.49,B,.,IS1007a
770.64,774.87,D,"Yeah , that one . Just plug",IS1007a
774.66,775.11,A,Norman,IS1007a
774.87,775.35,D,it,IS1007a
775.11,775.11,A,.,IS1007a
775.35,775.77,D,". Yeah , that's",IS1007a
775.71,775.89,B,Mm,IS1007a
775.77,776.06,D,right,IS1007a
775.89,775.89,B,.,IS1007a
776.06,776.06,D,.,IS1007a
776.28,779.44,A,Be before before writing you can uh,IS1007a
779.43,779.65,B,Mm,IS1007a
779.44,779.87,A,sit,IS1007a
779.65,779.65,B,.,IS1007a
779.87,785.1,A,and that says what we what we said then after that you can,IS1007a
784.72,785.82,B,"Okay , alright",IS1007a
785.1,786.46,A,you can use the,IS1007a
785.82,786.96,B,. So,IS1007a
786.46,786.56,A,. Yeah .,IS1007a
786.96,796.37,B,"so the most functional des mm the most important function is to ch choo buttons to choose the content . Right ? We agree on that , right",IS1007a
795.84,796.27,C,Okay .,IS1007a
