Start,End,Speaker,Speech,meeting
33.1,33.44,B,Oh yeah .,IN1001.
41.58,47.05,B,You don't put your headset microphone ?,IN1001.
78.01,87.89,A,"So we are here to just make the point . Well make the point , yeah . Make the status about the shot detection .",IN1001.
88.81,89.29,B,Okay .,IN1001.
89.64,95.08,A,"To so you have applied the shot detector to some of the CINETIS video , or",IN1001.
94.94,95.23,B,Yeah,IN1001.
95.08,95.44,A,at least,IN1001.
95.23,95.23,B,.,IN1001.
95.44,107.22,A,"one , and uh so we can basically maybe just comment on on this , maybe quickly remind what the shot detector is how the shot detector is working",IN1001.
106.79,106.97,C,Hmm .,IN1001.
107.22,115.23,A,", basically . Uh we might be able anyway to give you some reference . I mean your report",IN1001.
115.14,115.49,B,Yeah,IN1001.
115.23,115.53,A,it's,IN1001.
115.49,115.49,B,.,IN1001.
115.53,117.19,A,it should be described there or,IN1001.
117.15,117.54,B,Yeah,IN1001.
117.19,118.36,A,yeah,IN1001.
117.54,118.44,B,", I have actually",IN1001.
118.36,119.13,A,", yeah",IN1001.
118.44,119.27,B,"yeah , the",IN1001.
119.13,119.31,A,. You,IN1001.
119.27,119.4,B,we,IN1001.
119.31,119.44,A,have,IN1001.
119.4,119.66,B,can,IN1001.
119.44,120.49,A,the report,IN1001.
119.66,120.52,B,see the report,IN1001.
120.49,121.07,A,? Okay,IN1001.
120.52,121.4,B,here,IN1001.
121.07,121.07,A,.,IN1001.
121.4,131.15,B,"and the demo , and the goal of uh this meeting is to present the video shot detector to",IN1001.
130.67,131.75,A,To Olivier,IN1001.
131.15,132.0,B,"Olivier , okay",IN1001.
131.75,131.98,A,", yeah .",IN1001.
132.0,132.0,B,.,IN1001.
132.28,132.6,C,Yes .,IN1001.
135.05,163.25,B,"Okay . So yeah , it was my project um during my internship at IDIAP under the supervision of Jean-Marc . And as you saw as you saw in the email I sent uh okay . I didn't send this video is the new one . I just um uh processed from your images",IN1001.
162.55,163.31,A,"Ah , okay , yes , the",IN1001.
163.25,163.62,B,. Yeah,IN1001.
163.31,163.66,A,kayak,IN1001.
163.62,163.91,B,. But,IN1001.
163.66,164.02,A,wi,IN1001.
163.91,164.23,B,uh,IN1001.
164.02,164.28,A,I was,IN1001.
164.23,164.57,B,let's,IN1001.
164.28,164.63,A,not even,IN1001.
164.57,164.81,B,let's,IN1001.
164.63,166.62,A,with,IN1001.
164.81,166.9,B,start by the video from,IN1001.
166.62,166.93,A,the,IN1001.
166.9,168.45,B,Friday,IN1001.
166.93,168.06,A,"other one , okay .",IN1001.
168.45,170.09,B,. CINETIS demo one .,IN1001.
171.23,182.33,A,"By the way , I was uh going to ask , so I had seen the video , i you uh did um a downsampling of the video , right ? I mean For uh browsing I mean",IN1001.
181.99,182.18,B,Yeah .,IN1001.
182.33,182.84,A,". Okay , yeah .",IN1001.
187.86,191.6,B,So this was uh Okay .,IN1001.
191.92,195.97,A,"So this is hierarchical normally , so you have scenes and shots",IN1001.
195.69,195.93,B,Yeah,IN1001.
195.71,195.97,C,Mm,IN1001.
195.93,196.19,B,", here",IN1001.
195.97,196.29,C,'kay,IN1001.
195.97,196.21,A,", but",IN1001.
196.19,196.32,B,on,IN1001.
196.29,196.29,C,.,IN1001.
196.32,199.66,B,"the left you have different things , but uh",IN1001.
198.45,199.77,C,"Okay , this",IN1001.
199.66,199.88,B,as,IN1001.
199.77,200.34,C,is,IN1001.
199.88,200.57,B,applied,IN1001.
199.96,200.38,A,Because for,IN1001.
200.34,200.34,C,.,IN1001.
200.38,207.86,A,"instance we could probably , you know , like group all the initial ones into one scene and maybe after , when there's some things inside , it s should",IN1001.
207.62,208.17,C,Okay,IN1001.
207.86,208.31,A,be another,IN1001.
208.17,208.17,C,.,IN1001.
208.31,209.04,A,"scene , so .",IN1001.
209.61,219.52,B,"So this detector uh detected the thirty shots , and if you click on uh plus button you can expand",IN1001.
219.14,219.48,C,Mm-hmm .,IN1001.
219.52,227.69,B,it and see the key frames that are in fact uh five extracted frames from the shot,IN1001.
225.93,226.41,C,Okay,IN1001.
225.96,226.84,A,Which are extracted,IN1001.
226.41,226.41,C,.,IN1001.
226.84,228.36,A,I think,IN1001.
227.69,228.58,B,. But I think,IN1001.
228.36,228.43,A,uh,IN1001.
228.58,234.98,B,"th uh as it is , it's t extracted uh without uh using sub-shots , uh it's simply uh",IN1001.
234.81,235.76,A,Downsampling,IN1001.
234.98,236.29,B,five down-sam,IN1001.
235.76,235.76,A,.,IN1001.
236.29,238.29,B,"yeah , down-sampling",IN1001.
237.04,237.42,C,Okay .,IN1001.
238.29,243.2,B,. Um so I we can see the video actually,IN1001.
242.76,243.07,A,Yeah .,IN1001.
243.2,248.45,B,", uh the entire video , can open with Real Player . I hope it will work .",IN1001.
255.23,267.47,B,"So we don't have the the sound , and it won't be grabbed the video won't uh I don't know if uh Okay , it's not good quality .",IN1001.
268.05,271.53,A,"Yeah , the quality is that's why I was asking that",IN1001.
271.32,271.63,B,Oh yeah,IN1001.
271.53,271.87,A,. It,IN1001.
271.63,271.95,B,", yeah , yeah",IN1001.
271.87,272.05,A,it's,IN1001.
271.95,271.95,B,.,IN1001.
272.05,273.37,A,not this that you processed,IN1001.
273.29,273.4,B,No,IN1001.
273.37,273.76,A,", right",IN1001.
273.4,273.88,B,no no no no,IN1001.
273.76,274.24,A,? Okay,IN1001.
273.88,274.63,B,no,IN1001.
274.24,274.6,A,", okay .",IN1001.
274.63,277.23,B,". It's in Real Media , so it's very compressed .",IN1001.
277.25,277.47,A,So,IN1001.
277.44,277.97,C,Okay,IN1001.
277.47,278.07,A,here we see,IN1001.
277.97,277.97,C,.,IN1001.
278.07,283.95,A,that we the shot at eighteenth and after twenty twos and after again . And uh,IN1001.
283.64,283.92,C,'Kay .,IN1001.
283.95,294.42,A,"if we go down , I mean maybe in terms of shot here , we can see that Right , I mean so now we see shot seven I suppose , yeah .",IN1001.
300.02,300.54,C,Okay .,IN1001.
303.05,303.76,A,"Uh yeah , okay",IN1001.
303.65,305.11,B,Uh,IN1001.
303.76,305.15,A,", shot nine currently",IN1001.
305.11,305.74,B,okay,IN1001.
305.15,306.52,A,", shot ten",IN1001.
305.74,305.74,B,.,IN1001.
306.52,312.52,A,"probably . Eleven or twelve . No , eleven",IN1001.
312.48,312.97,B,Uh,IN1001.
312.52,313.05,A,. Or,IN1001.
312.97,314.03,B,ten,IN1001.
313.05,314.27,A,no this is ten indeed,IN1001.
314.03,315.29,B,yeah,IN1001.
314.27,315.36,A,", okay",IN1001.
315.29,315.6,B,. And,IN1001.
315.36,315.57,A,. Yeah .,IN1001.
315.6,316.89,B,then there's um,IN1001.
317.03,317.92,A,"Yeah , this",IN1001.
317.52,318.02,C,Mm-hmm,IN1001.
317.92,318.75,A,one,IN1001.
318.02,318.02,C,.,IN1001.
318.75,320.35,A,", it's eleven",IN1001.
319.95,320.27,B,Okay .,IN1001.
320.35,323.81,A,", twelve or fourteen seconds .",IN1001.
327.98,328.4,C,Okay .,IN1001.
330.64,332.5,A,"Yeah , okay . Okay . Yeah , it's inside",IN1001.
332.21,333.93,B,Yes,IN1001.
332.5,334.64,A,and yeah,IN1001.
333.93,334.81,B,". And this one , yeah",IN1001.
334.64,335.72,A,. It's,IN1001.
