Start,End,Speaker,Speech,meeting
0.0,27.712,D,..,ES2006a
8.7,26.65,C,"Okay . So , this is uh first meeting of this design project . Um and I um like to show you the agenda for the meeting , I don't know if it was sent round to all of you .",ES2006a
27.712,29.94,D,". Mm , yeah",ES2006a
29.66,29.99,C,Maybe,ES2006a
29.94,30.03,D,. I,ES2006a
29.99,30.27,C,not,ES2006a
30.03,30.54,D,didn't receive,ES2006a
30.27,31.33,C,. Anyway,ES2006a
30.54,31.16,D,it yet .,ES2006a
31.33,50.09,C,", this is the the plan for today's meeting is um firstly just to introduce the project briefly , um although I'm sure you've actually got some of the information already . Then the main purpose is to so that we get to know each other a little bit more",ES2006a
49.38,49.66,A,Mm-hmm .,ES2006a
50.09,87.06,C,". Um then we want to practice using some of the tools that we'll be using during the the course of the design project and the meetings , um specifically the whiteboard over there . Um then we need to go through the specifics of our project plan um and discuss come up with some preliminary ideas about it . And then that's it . So we've got twenty five minutes to do that , that's until eleven twenty five . S so any",ES2006a
86.5,86.98,A,so sh,ES2006a
87.06,88.73,C,any questions ? Is i,ES2006a
89.3,90.22,D,Not at this point,ES2006a
90.07,90.37,C,not,ES2006a
90.22,90.22,D,.,ES2006a
90.37,91.36,C,at this point,ES2006a
91.334,91.334,A,.,ES2006a
91.36,118.84,C,". So this is our project . What we're aiming to do is to create a new remote control for a television . Um we want it to be something original , something trendy and also something user friendly , so it has to be quite intuitive that people are able to use this product .",ES2006a
139.03,188.11,C,"The method that we're going to use to complete the project , that has three components as such . There's the functional design of the the remote control . We're going the way we'll do that I think is to to work individually initially and then come together for meetings to to work on that . Um similarly with the conceptual design , we'll start off by working individually with our own expertise on our own laptops and then we'll bring what we've done together . Um and then the detailed design will come after that . We'll pull it all together .",ES2006a
188.69,199.01,A,"I'm a bit confused about uh what's the difference between the functional design and conceptual design ? Uh i is it just uh more detail , uh as I understand",ES2006a
199.01,199.1,C,I,ES2006a
199.01,199.12,A,it,ES2006a
199.1,199.45,C,think,ES2006a
199.12,199.12,A,?,ES2006a
199.45,212.79,C,it th w we're talking the the functional design is more your um area of things where you'll be we want to look at what functions we need in the remote control and,ES2006a
212.63,212.97,A,Right,ES2006a
212.79,213.12,C,what,ES2006a
212.97,212.97,A,.,ES2006a
213.12,221.75,C,what specific things it it has to do but the conceptual design is um perhaps bigger than that and includes the,ES2006a
221.67,222.23,A,How,ES2006a
221.75,222.29,C,how people,ES2006a
222.23,222.46,A,how,ES2006a
222.29,222.57,C,are going,ES2006a
222.46,222.63,A,it,ES2006a
222.57,222.71,C,to,ES2006a
222.63,222.79,A,will,ES2006a
222.71,223.06,C,use,ES2006a
222.79,223.18,A,be done,ES2006a
223.06,223.39,C,it,ES2006a
223.18,223.18,A,.,ES2006a
223.39,225.83,C,and and that kind of thing .,ES2006a
227.37,243.33,A,So whe where do we identify the components of our uh product ? Uh I think it's it's in the conceptual design phase that we identify the it's in the conceptual design phase that we identify the components of our product ?,ES2006a
244.45,249.85,C,Um I think we'll we'll start that initially with the functional design,ES2006a
249.72,249.99,A,Okay,ES2006a
249.85,250.56,C,already,ES2006a
249.99,249.99,A,.,ES2006a
250.56,251.9,C,but then yeah .,ES2006a
258.04,278.45,C,"Okay , so that's just a brief overview of the p the the project itself . Um what I'd like us to do now is simultaneously introduce ourselves and start using some of the tools that we're using for for the project , specifically the whiteboard .",ES2006a
279.07,279.75,A,Hmm .,ES2006a
